period,dma,source,sales
2021-06-13,"NEW YORK, NY",FIELD TECH,37
2021-06-13,"NEW YORK, NY",INBOUND,4053
2021-06-13,"NEW YORK, NY",INDIRECT SALES,351
2021-06-13,"NEW YORK, NY",INPERSON,715
2021-06-13,"NEW YORK, NY",OTHER,63
2021-06-13,"NEW YORK, NY",OUTBOUND,28
2021-06-13,"NEW YORK, NY",RETENTION,1120
2021-06-13,"NEW YORK, NY",WEB SITE,3926
2021-06-20,"NEW YORK, NY",CABLE STORE,223
2021-06-20,"NEW YORK, NY",CRC,105
2021-06-20,"NEW YORK, NY",FIELD TECH,42
2021-06-20,"NEW YORK, NY",INBOUND,4281
2021-06-20,"NEW YORK, NY",INDIRECT SALES,381
2021-06-20,"NEW YORK, NY",INPERSON,683
2021-06-20,"NEW YORK, NY",OTHER,109
2021-06-20,"NEW YORK, NY",OUTBOUND,25
2021-06-20,"NEW YORK, NY",RETENTION,1316
2021-06-20,"NEW YORK, NY",WEB SITE,4221
2021-06-27,"NEW YORK, NY",CABLE STORE,144
2021-06-27,"NEW YORK, NY",CRC,55
2021-06-27,"NEW YORK, NY",FIELD TECH,18
2021-06-27,"NEW YORK, NY",INBOUND,2813
2021-06-27,"NEW YORK, NY",INDIRECT SALES,255
2021-06-27,"NEW YORK, NY",INPERSON,382
2021-06-27,"NEW YORK, NY",OTHER,96
2021-06-27,"NEW YORK, NY",OUTBOUND,37
2021-06-27,"NEW YORK, NY",RETENTION,1093
2021-06-27,"NEW YORK, NY",WEB SITE,3018
2021-06-27,"NEW YORK, NY",CABLE STORE,117
2021-06-27,"NEW YORK, NY",CRC,47
2021-06-27,"NEW YORK, NY",FIELD TECH,16
2021-06-27,"NEW YORK, NY",INBOUND,1989
2021-06-27,"NEW YORK, NY",INDIRECT SALES,148
2021-06-27,"NEW YORK, NY",INPERSON,258
2021-06-27,"NEW YORK, NY",OTHER,19
2021-06-27,"NEW YORK, NY",OUTBOUND,22
2021-06-27,"NEW YORK, NY",RETENTION,644
2021-06-27,"NEW YORK, NY",WEB SITE,1975
2021-07-04,"NEW YORK, NY",CABLE STORE,198
2021-07-04,"NEW YORK, NY",CRC,111
2021-07-04,"NEW YORK, NY",FIELD TECH,64
2021-07-04,"NEW YORK, NY",INBOUND,4089
2021-07-04,"NEW YORK, NY",INDIRECT SALES,295
2021-07-04,"NEW YORK, NY",INPERSON,593
2021-07-04,"NEW YORK, NY",OTHER,37
2021-07-04,"NEW YORK, NY",OUTBOUND,34
2021-07-04,"NEW YORK, NY",RETENTION,1145
2021-07-04,"NEW YORK, NY",WEB SITE,4055
2021-07-11,"NEW YORK, NY",CABLE STORE,195
2021-07-11,"NEW YORK, NY",CRC,81
2021-07-11,"NEW YORK, NY",FIELD TECH,49
2021-07-11,"NEW YORK, NY",INBOUND,3947
2021-07-11,"NEW YORK, NY",INDIRECT SALES,350
2021-07-11,"NEW YORK, NY",INPERSON,662
2021-07-11,"NEW YORK, NY",OTHER,76
2021-07-11,"NEW YORK, NY",OUTBOUND,25
2021-07-11,"NEW YORK, NY",RETENTION,1038
2021-07-11,"NEW YORK, NY",WEB SITE,3869
2021-07-18,"NEW YORK, NY",CABLE STORE,205
2021-07-18,"NEW YORK, NY",CRC,95
2021-07-18,"NEW YORK, NY",FIELD TECH,78
2021-07-18,"NEW YORK, NY",INBOUND,3954
2021-07-18,"NEW YORK, NY",INDIRECT SALES,329
2021-07-18,"NEW YORK, NY",INPERSON,659
2021-07-18,"NEW YORK, NY",OTHER,49
2021-07-18,"NEW YORK, NY",OUTBOUND,31
2021-07-18,"NEW YORK, NY",RETENTION,1095
2021-07-18,"NEW YORK, NY",WEB SITE,3916
2021-07-25,"NEW YORK, NY",CABLE STORE,232
2021-07-25,"NEW YORK, NY",CRC,66
2021-07-25,"NEW YORK, NY",FIELD TECH,47
2021-07-25,"NEW YORK, NY",INBOUND,4512
2021-07-25,"NEW YORK, NY",INDIRECT SALES,396
2021-07-25,"NEW YORK, NY",INPERSON,687
2021-07-25,"NEW YORK, NY",OTHER,326
2021-07-25,"NEW YORK, NY",OUTBOUND,20
2021-07-25,"NEW YORK, NY",RETENTION,1698
2021-07-25,"NEW YORK, NY",WEB SITE,4515
2021-08-01,"NEW YORK, NY",CABLE STORE,246
2021-08-01,"NEW YORK, NY",CRC,92
2021-08-01,"NEW YORK, NY",FIELD TECH,54
2021-08-01,"NEW YORK, NY",INBOUND,5023
2021-08-01,"NEW YORK, NY",INDIRECT SALES,399
2021-08-01,"NEW YORK, NY",INPERSON,611
2021-08-01,"NEW YORK, NY",OTHER,116
2021-08-01,"NEW YORK, NY",OUTBOUND,19
2021-08-01,"NEW YORK, NY",RETENTION,1329
2021-08-01,"NEW YORK, NY",WEB SITE,4733
2021-08-08,"NEW YORK, NY",CABLE STORE,215
2021-08-08,"NEW YORK, NY",CRC,125
2021-08-08,"NEW YORK, NY",FIELD TECH,57
2021-08-08,"NEW YORK, NY",INBOUND,4528
2021-08-08,"NEW YORK, NY",INDIRECT SALES,353
2021-08-08,"NEW YORK, NY",INPERSON,593
2021-08-08,"NEW YORK, NY",OTHER,84
2021-08-08,"NEW YORK, NY",OUTBOUND,7
2021-08-08,"NEW YORK, NY",RETENTION,1038
2021-08-08,"NEW YORK, NY",WEB SITE,4181
2021-08-15,"NEW YORK, NY",CABLE STORE,202
2021-08-15,"NEW YORK, NY",CRC,118
2021-08-15,"NEW YORK, NY",FIELD TECH,60
2021-08-15,"NEW YORK, NY",INBOUND,4538
2021-08-15,"NEW YORK, NY",INDIRECT SALES,394
2021-08-15,"NEW YORK, NY",INPERSON,626
2021-08-15,"NEW YORK, NY",OTHER,240
2021-08-15,"NEW YORK, NY",OUTBOUND,11
2021-08-15,"NEW YORK, NY",RETENTION,1028
2021-08-15,"NEW YORK, NY",WEB SITE,4323
2021-08-22,"NEW YORK, NY",CABLE STORE,228
2021-08-22,"NEW YORK, NY",CRC,103
2021-08-22,"NEW YORK, NY",FIELD TECH,51
2021-08-22,"NEW YORK, NY",INBOUND,4678
2021-08-22,"NEW YORK, NY",INDIRECT SALES,371
2021-08-22,"NEW YORK, NY",INPERSON,552
2021-08-22,"NEW YORK, NY",OTHER,56
2021-08-22,"NEW YORK, NY",OUTBOUND,21
2021-08-22,"NEW YORK, NY",RETENTION,1362
2021-08-22,"NEW YORK, NY",WEB SITE,4631
2021-08-29,"NEW YORK, NY",CABLE STORE,92
2021-08-29,"NEW YORK, NY",CRC,33
2021-08-29,"NEW YORK, NY",FIELD TECH,21
2021-08-29,"NEW YORK, NY",INBOUND,2287
2021-08-29,"NEW YORK, NY",INDIRECT SALES,159
2021-08-29,"NEW YORK, NY",INPERSON,207
2021-08-29,"NEW YORK, NY",OTHER,39
2021-08-29,"NEW YORK, NY",OUTBOUND,5
2021-08-29,"NEW YORK, NY",RETENTION,635
2021-08-29,"NEW YORK, NY",WEB SITE,2344
2021-08-29,"NEW YORK, NY",CABLE STORE,177
2021-08-29,"NEW YORK, NY",CRC,84
2021-08-29,"NEW YORK, NY",FIELD TECH,39
2021-08-29,"NEW YORK, NY",INBOUND,2944
2021-08-29,"NEW YORK, NY",INDIRECT SALES,291
2021-08-29,"NEW YORK, NY",INPERSON,354
2021-08-29,"NEW YORK, NY",OTHER,169
2021-08-29,"NEW YORK, NY",OUTBOUND,17
2021-08-29,"NEW YORK, NY",RETENTION,752
2021-08-29,"NEW YORK, NY",WEB SITE,2595
2021-09-05,"NEW YORK, NY",CABLE STORE,265
2021-09-05,"NEW YORK, NY",CRC,133
2021-09-05,"NEW YORK, NY",FIELD TECH,47
2021-09-05,"NEW YORK, NY",INBOUND,4607
2021-09-05,"NEW YORK, NY",INDIRECT SALES,369
2021-09-05,"NEW YORK, NY",INPERSON,471
2021-09-05,"NEW YORK, NY",OTHER,78
2021-09-05,"NEW YORK, NY",OUTBOUND,27
2021-09-05,"NEW YORK, NY",RETENTION,1020
2021-09-05,"NEW YORK, NY",WEB SITE,3994
2021-09-12,"NEW YORK, NY",CABLE STORE,241
2021-09-12,"NEW YORK, NY",CRC,135
2021-09-12,"NEW YORK, NY",FIELD TECH,62
2021-09-12,"NEW YORK, NY",INBOUND,4307
2021-09-12,"NEW YORK, NY",INDIRECT SALES,378
2021-09-12,"NEW YORK, NY",INPERSON,661
2021-09-12,"NEW YORK, NY",OTHER,75
2021-09-12,"NEW YORK, NY",OUTBOUND,27
2021-09-12,"NEW YORK, NY",RETENTION,968
2021-09-12,"NEW YORK, NY",WEB SITE,4114
2021-09-19,"NEW YORK, NY",CABLE STORE,234
2021-09-19,"NEW YORK, NY",CRC,123
2021-09-19,"NEW YORK, NY",FIELD TECH,44
2021-09-19,"NEW YORK, NY",INBOUND,4183
2021-09-19,"NEW YORK, NY",INDIRECT SALES,423
2021-09-19,"NEW YORK, NY",INPERSON,618
2021-09-19,"NEW YORK, NY",OTHER,190
2021-09-19,"NEW YORK, NY",OUTBOUND,35
2021-09-19,"NEW YORK, NY",RETENTION,1041
2021-09-19,"NEW YORK, NY",WEB SITE,4057
