period,dma,source,sales
2017-02-12,"NEW YORK, NY",RETENTION,177
2017-02-12,"NEW YORK, NY",WEB SITE,2089
2017-02-19,"NEW YORK, NY",CABLE STORE,312
2017-02-19,"NEW YORK, NY",CRC,128
2017-02-19,"NEW YORK, NY",FIELD TECH,31
2017-02-19,"NEW YORK, NY",INBOUND,9533
2017-02-19,"NEW YORK, NY",INPERSON,868
2017-02-19,"NEW YORK, NY",OTHER,210
2017-02-19,"NEW YORK, NY",OUTBOUND,266
2017-02-19,"NEW YORK, NY",RETENTION,225
2017-02-19,"NEW YORK, NY",WEB SITE,2202
2017-02-26,"NEW YORK, NY",CABLE STORE,116
2017-02-26,"NEW YORK, NY",CRC,49
2017-02-26,"NEW YORK, NY",FIELD TECH,19
2017-02-26,"NEW YORK, NY",INBOUND,4713
2017-02-26,"NEW YORK, NY",INPERSON,233
2017-02-26,"NEW YORK, NY",OTHER,151
2017-02-26,"NEW YORK, NY",OUTBOUND,110
2017-02-26,"NEW YORK, NY",RETENTION,109
2017-02-26,"NEW YORK, NY",WEB SITE,1081
2017-02-26,"NEW YORK, NY",CABLE STORE,232
2017-02-26,"NEW YORK, NY",CRC,65
2017-02-26,"NEW YORK, NY",FIELD TECH,29
2017-02-26,"NEW YORK, NY",INBOUND,6056
2017-02-26,"NEW YORK, NY",INPERSON,467
2017-02-26,"NEW YORK, NY",OTHER,132
2017-02-26,"NEW YORK, NY",OUTBOUND,165
2017-02-26,"NEW YORK, NY",RETENTION,138
2017-02-26,"NEW YORK, NY",WEB SITE,1221
2017-03-05,"NEW YORK, NY",CABLE STORE,288
2017-03-05,"NEW YORK, NY",CRC,103
2017-03-05,"NEW YORK, NY",FIELD TECH,39
2017-03-05,"NEW YORK, NY",INBOUND,8316
2017-03-05,"NEW YORK, NY",INPERSON,781
2017-03-05,"NEW YORK, NY",OTHER,200
2017-03-05,"NEW YORK, NY",OUTBOUND,283
2017-03-05,"NEW YORK, NY",RETENTION,168
2017-03-05,"NEW YORK, NY",WEB SITE,1933
2017-03-12,"NEW YORK, NY",CABLE STORE,221
2017-03-12,"NEW YORK, NY",CRC,88
2017-03-12,"NEW YORK, NY",FIELD TECH,24
2017-03-12,"NEW YORK, NY",INBOUND,6868
2017-03-12,"NEW YORK, NY",INPERSON,690
2017-03-12,"NEW YORK, NY",OTHER,178
2017-03-12,"NEW YORK, NY",OUTBOUND,215
2017-03-12,"NEW YORK, NY",RETENTION,178
2017-03-12,"NEW YORK, NY",WEB SITE,1775
2017-03-19,"NEW YORK, NY",CABLE STORE,248
2017-03-19,"NEW YORK, NY",CRC,103
2017-03-19,"NEW YORK, NY",FIELD TECH,32
2017-03-19,"NEW YORK, NY",INBOUND,7822
2017-03-19,"NEW YORK, NY",INPERSON,879
2017-03-19,"NEW YORK, NY",OTHER,313
2017-03-19,"NEW YORK, NY",OUTBOUND,280
2017-03-19,"NEW YORK, NY",RETENTION,180
2017-03-19,"NEW YORK, NY",WEB SITE,1827
2017-03-26,"NEW YORK, NY",CABLE STORE,234
2017-03-26,"NEW YORK, NY",CRC,87
2017-03-26,"NEW YORK, NY",FIELD TECH,26
2017-03-26,"NEW YORK, NY",INBOUND,8407
2017-03-26,"NEW YORK, NY",INPERSON,686
2017-03-26,"NEW YORK, NY",OTHER,253
2017-03-26,"NEW YORK, NY",OUTBOUND,267
2017-03-26,"NEW YORK, NY",RETENTION,199
2017-03-26,"NEW YORK, NY",WEB SITE,1996
2017-03-26,"NEW YORK, NY",CABLE STORE,50
2017-03-26,"NEW YORK, NY",CRC,18
2017-03-26,"NEW YORK, NY",FIELD TECH,8
2017-03-26,"NEW YORK, NY",INBOUND,1036
2017-03-26,"NEW YORK, NY",INPERSON,146
2017-03-26,"NEW YORK, NY",OTHER,2
2017-03-26,"NEW YORK, NY",OUTBOUND,19
2017-03-26,"NEW YORK, NY",RETENTION,24
2017-03-26,"NEW YORK, NY",WEB SITE,227
2017-04-02,"NEW YORK, NY",CABLE STORE,243
2017-04-02,"NEW YORK, NY",CRC,88
2017-04-02,"NEW YORK, NY",FIELD TECH,46
2017-04-02,"NEW YORK, NY",INBOUND,8198
2017-04-02,"NEW YORK, NY",INPERSON,672
2017-04-02,"NEW YORK, NY",OTHER,279
2017-04-02,"NEW YORK, NY",OUTBOUND,267
2017-04-02,"NEW YORK, NY",RETENTION,206
2017-04-02,"NEW YORK, NY",WEB SITE,1793
2017-04-09,"NEW YORK, NY",CABLE STORE,218
2017-04-09,"NEW YORK, NY",CRC,65
2017-04-09,"NEW YORK, NY",FIELD TECH,35
2017-04-09,"NEW YORK, NY",INBOUND,6869
2017-04-09,"NEW YORK, NY",INPERSON,807
2017-04-09,"NEW YORK, NY",OTHER,271
2017-04-09,"NEW YORK, NY",OUTBOUND,240
2017-04-09,"NEW YORK, NY",RETENTION,136
2017-04-09,"NEW YORK, NY",WEB SITE,1570
2017-04-16,"NEW YORK, NY",CABLE STORE,212
2017-04-16,"NEW YORK, NY",CRC,96
2017-04-16,"NEW YORK, NY",FIELD TECH,29
2017-04-16,"NEW YORK, NY",INBOUND,7074
2017-04-16,"NEW YORK, NY",INPERSON,948
2017-04-16,"NEW YORK, NY",OTHER,275
2017-04-16,"NEW YORK, NY",OUTBOUND,221
2017-04-16,"NEW YORK, NY",RETENTION,176
2017-04-16,"NEW YORK, NY",WEB SITE,1673
2017-04-23,"NEW YORK, NY",CABLE STORE,289
2017-04-23,"NEW YORK, NY",CRC,97
2017-04-23,"NEW YORK, NY",FIELD TECH,36
2017-04-23,"NEW YORK, NY",INBOUND,8906
2017-04-23,"NEW YORK, NY",INPERSON,802
2017-04-23,"NEW YORK, NY",OTHER,315
2017-04-23,"NEW YORK, NY",OUTBOUND,201
2017-04-23,"NEW YORK, NY",RETENTION,183
2017-04-23,"NEW YORK, NY",WEB SITE,2047
2017-04-30,"NEW YORK, NY",CRC,12
2017-04-30,"NEW YORK, NY",FIELD TECH,5
2017-04-30,"NEW YORK, NY",INBOUND,713
2017-04-30,"NEW YORK, NY",OTHER,2
2017-04-30,"NEW YORK, NY",RETENTION,15
2017-04-30,"NEW YORK, NY",WEB SITE,201
2017-04-30,"NEW YORK, NY",CABLE STORE,289
2017-04-30,"NEW YORK, NY",CRC,96
2017-04-30,"NEW YORK, NY",FIELD TECH,32
2017-04-30,"NEW YORK, NY",INBOUND,8191
2017-04-30,"NEW YORK, NY",INPERSON,835
2017-04-30,"NEW YORK, NY",OTHER,292
2017-04-30,"NEW YORK, NY",OUTBOUND,259
2017-04-30,"NEW YORK, NY",RETENTION,204
2017-04-30,"NEW YORK, NY",WEB SITE,1938
2017-05-07,"NEW YORK, NY",CABLE STORE,258
2017-05-07,"NEW YORK, NY",CRC,94
2017-05-07,"NEW YORK, NY",FIELD TECH,37
2017-05-07,"NEW YORK, NY",INBOUND,7640
2017-05-07,"NEW YORK, NY",INPERSON,864
2017-05-07,"NEW YORK, NY",OTHER,240
2017-05-07,"NEW YORK, NY",OUTBOUND,232
2017-05-07,"NEW YORK, NY",RETENTION,181
2017-05-07,"NEW YORK, NY",WEB SITE,1952
2017-05-14,"NEW YORK, NY",CABLE STORE,327
2017-05-14,"NEW YORK, NY",CRC,70
2017-05-14,"NEW YORK, NY",FIELD TECH,40
2017-05-14,"NEW YORK, NY",INBOUND,8436
2017-05-14,"NEW YORK, NY",INPERSON,1196
2017-05-14,"NEW YORK, NY",OTHER,207
2017-05-14,"NEW YORK, NY",OUTBOUND,332
2017-05-14,"NEW YORK, NY",RETENTION,181
2017-05-14,"NEW YORK, NY",WEB SITE,2296
2017-05-21,"NEW YORK, NY",CABLE STORE,358
2017-05-21,"NEW YORK, NY",CRC,77
2017-05-21,"NEW YORK, NY",FIELD TECH,24
2017-05-21,"NEW YORK, NY",INBOUND,9734
2017-05-21,"NEW YORK, NY",INPERSON,1141
2017-05-21,"NEW YORK, NY",OTHER,194
2017-05-21,"NEW YORK, NY",OUTBOUND,269
2017-05-21,"NEW YORK, NY",RETENTION,248
2017-05-21,"NEW YORK, NY",WEB SITE,2852
2017-05-28,"NEW YORK, NY",CABLE STORE,142
2017-05-28,"NEW YORK, NY",CRC,32
2017-05-28,"NEW YORK, NY",FIELD TECH,18
2017-05-28,"NEW YORK, NY",INBOUND,5707
2017-05-28,"NEW YORK, NY",INPERSON,313
2017-05-28,"NEW YORK, NY",OTHER,125
2017-05-28,"NEW YORK, NY",OUTBOUND,113
2017-05-28,"NEW YORK, NY",RETENTION,143
2017-05-28,"NEW YORK, NY",WEB SITE,1859
2017-05-28,"NEW YORK, NY",CABLE STORE,162
2017-05-28,"NEW YORK, NY",CRC,62
2017-05-28,"NEW YORK, NY",FIELD TECH,13
2017-05-28,"NEW YORK, NY",INBOUND,4389
2017-05-28,"NEW YORK, NY",INPERSON,462
2017-05-28,"NEW YORK, NY",OTHER,108
2017-05-28,"NEW YORK, NY",OUTBOUND,122
2017-05-28,"NEW YORK, NY",RETENTION,125
2017-05-28,"NEW YORK, NY",WEB SITE,1273
2017-06-04,"NEW YORK, NY",CABLE STORE,280
2017-06-04,"NEW YORK, NY",CRC,111
2017-06-04,"NEW YORK, NY",FIELD TECH,28
2017-06-04,"NEW YORK, NY",INBOUND,9079
2017-06-04,"NEW YORK, NY",INPERSON,1121
2017-06-04,"NEW YORK, NY",OTHER,195
2017-06-04,"NEW YORK, NY",OUTBOUND,256
2017-06-04,"NEW YORK, NY",RETENTION,234
2017-06-04,"NEW YORK, NY",WEB SITE,2871
2017-06-11,"NEW YORK, NY",CABLE STORE,282
2017-06-11,"NEW YORK, NY",CRC,92
2017-06-11,"NEW YORK, NY",FIELD TECH,28
2017-06-11,"NEW YORK, NY",INBOUND,8551
2017-06-11,"NEW YORK, NY",INPERSON,1098
2017-06-11,"NEW YORK, NY",OTHER,242
2017-06-11,"NEW YORK, NY",OUTBOUND,208
2017-06-11,"NEW YORK, NY",RETENTION,209
2017-06-11,"NEW YORK, NY",WEB SITE,2633
2017-06-18,"NEW YORK, NY",CABLE STORE,264
2017-06-18,"NEW YORK, NY",CRC,79
2017-06-18,"NEW YORK, NY",FIELD TECH,25
2017-06-18,"NEW YORK, NY",INBOUND,8993
2017-06-18,"NEW YORK, NY",INPERSON,1221
2017-06-18,"NEW YORK, NY",OTHER,217
2017-06-18,"NEW YORK, NY",OUTBOUND,161
2017-06-18,"NEW YORK, NY",RETENTION,284
2017-06-18,"NEW YORK, NY",WEB SITE,3246
2017-06-25,"NEW YORK, NY",CABLE STORE,273
2017-06-25,"NEW YORK, NY",CRC,83
2017-06-25,"NEW YORK, NY",FIELD TECH,21
2017-06-25,"NEW YORK, NY",INBOUND,9916
2017-06-25,"NEW YORK, NY",INPERSON,878
2017-06-25,"NEW YORK, NY",OTHER,208
2017-06-25,"NEW YORK, NY",OUTBOUND,153
2017-06-25,"NEW YORK, NY",RETENTION,328
2017-06-25,"NEW YORK, NY",WEB SITE,3428
2017-06-25,"NEW YORK, NY",CABLE STORE,52
2017-06-25,"NEW YORK, NY",CRC,10
2017-06-25,"NEW YORK, NY",FIELD TECH,6
2017-06-25,"NEW YORK, NY",INBOUND,1204
2017-06-25,"NEW YORK, NY",INPERSON,186
2017-06-25,"NEW YORK, NY",OTHER,2
2017-06-25,"NEW YORK, NY",OUTBOUND,14
2017-06-25,"NEW YORK, NY",RETENTION,42
2017-06-25,"NEW YORK, NY",WEB SITE,533
2017-07-02,"NEW YORK, NY",CABLE STORE,283
2017-07-02,"NEW YORK, NY",CRC,93
2017-07-02,"NEW YORK, NY",FIELD TECH,42
2017-07-02,"NEW YORK, NY",INBOUND,8814
2017-07-02,"NEW YORK, NY",INPERSON,795
2017-07-02,"NEW YORK, NY",OTHER,144
2017-07-02,"NEW YORK, NY",OUTBOUND,179
2017-07-02,"NEW YORK, NY",RETENTION,265
2017-07-02,"NEW YORK, NY",WEB SITE,3555
2017-07-09,"NEW YORK, NY",CABLE STORE,255
2017-07-09,"NEW YORK, NY",CRC,83
2017-07-09,"NEW YORK, NY",FIELD TECH,32
2017-07-09,"NEW YORK, NY",INBOUND,8661
2017-07-09,"NEW YORK, NY",INPERSON,1211
2017-07-09,"NEW YORK, NY",OTHER,207
2017-07-09,"NEW YORK, NY",OUTBOUND,167
2017-07-09,"NEW YORK, NY",RETENTION,249
2017-07-09,"NEW YORK, NY",WEB SITE,3403
2017-07-16,"NEW YORK, NY",CABLE STORE,275
2017-07-16,"NEW YORK, NY",CRC,90
2017-07-16,"NEW YORK, NY",FIELD TECH,18
2017-07-16,"NEW YORK, NY",INBOUND,8311
2017-07-16,"NEW YORK, NY",INPERSON,1250
2017-07-16,"NEW YORK, NY",OTHER,171
2017-07-16,"NEW YORK, NY",OUTBOUND,203
2017-07-16,"NEW YORK, NY",RETENTION,240
2017-07-16,"NEW YORK, NY",WEB SITE,3274
2017-07-23,"NEW YORK, NY",CABLE STORE,283
2017-07-23,"NEW YORK, NY",CRC,99
2017-07-23,"NEW YORK, NY",FIELD TECH,21
2017-07-23,"NEW YORK, NY",INBOUND,9585
2017-07-23,"NEW YORK, NY",INPERSON,1041
2017-07-23,"NEW YORK, NY",OTHER,328
2017-07-23,"NEW YORK, NY",OUTBOUND,216
2017-07-23,"NEW YORK, NY",RETENTION,284
2017-07-23,"NEW YORK, NY",WEB SITE,3657
2017-07-30,"NEW YORK, NY",CABLE STORE,65
2017-07-30,"NEW YORK, NY",CRC,20
2017-07-30,"NEW YORK, NY",FIELD TECH,6
2017-07-30,"NEW YORK, NY",INBOUND,2785
2017-07-30,"NEW YORK, NY",INPERSON,154
2017-07-30,"NEW YORK, NY",OTHER,48
2017-07-30,"NEW YORK, NY",OUTBOUND,48
2017-07-30,"NEW YORK, NY",RETENTION,84
2017-07-30,"NEW YORK, NY",WEB SITE,1135
2017-07-30,"NEW YORK, NY",CABLE STORE,245
2017-07-30,"NEW YORK, NY",CRC,66
2017-07-30,"NEW YORK, NY",FIELD TECH,23
2017-07-30,"NEW YORK, NY",INBOUND,7540
2017-07-30,"NEW YORK, NY",INPERSON,968
2017-07-30,"NEW YORK, NY",OTHER,158
2017-07-30,"NEW YORK, NY",OUTBOUND,162
2017-07-30,"NEW YORK, NY",RETENTION,198
2017-07-30,"NEW YORK, NY",WEB SITE,2960
2017-08-06,"NEW YORK, NY",CABLE STORE,274
2017-08-06,"NEW YORK, NY",CRC,86
2017-08-06,"NEW YORK, NY",FIELD TECH,21
2017-08-06,"NEW YORK, NY",INBOUND,8585
2017-08-06,"NEW YORK, NY",INPERSON,1324
2017-08-06,"NEW YORK, NY",OTHER,303
2017-08-06,"NEW YORK, NY",OUTBOUND,272
2017-08-06,"NEW YORK, NY",RETENTION,217
2017-08-06,"NEW YORK, NY",WEB SITE,3621
2017-08-13,"NEW YORK, NY",CABLE STORE,242
2017-08-13,"NEW YORK, NY",CRC,103
2017-08-13,"NEW YORK, NY",FIELD TECH,13
2017-08-13,"NEW YORK, NY",INBOUND,8165
2017-08-13,"NEW YORK, NY",INPERSON,1230
2017-08-13,"NEW YORK, NY",OTHER,229
2017-08-13,"NEW YORK, NY",OUTBOUND,191
2017-08-13,"NEW YORK, NY",RETENTION,213
2017-08-13,"NEW YORK, NY",WEB SITE,3524
2017-08-20,"NEW YORK, NY",CABLE STORE,241
2017-08-20,"NEW YORK, NY",CRC,81
2017-08-20,"NEW YORK, NY",FIELD TECH,23
2017-08-20,"NEW YORK, NY",INBOUND,8079
2017-08-20,"NEW YORK, NY",INPERSON,1159
2017-08-20,"NEW YORK, NY",OTHER,281
2017-08-20,"NEW YORK, NY",OUTBOUND,243
2017-08-20,"NEW YORK, NY",RETENTION,192
2017-08-20,"NEW YORK, NY",WEB SITE,3756
2017-08-27,"NEW YORK, NY",CABLE STORE,223
2017-08-27,"NEW YORK, NY",CRC,66
2017-08-27,"NEW YORK, NY",FIELD TECH,14
2017-08-27,"NEW YORK, NY",INBOUND,7616
2017-08-27,"NEW YORK, NY",INPERSON,674
2017-08-27,"NEW YORK, NY",OTHER,160
2017-08-27,"NEW YORK, NY",OUTBOUND,189
2017-08-27,"NEW YORK, NY",RETENTION,203
2017-08-27,"NEW YORK, NY",WEB SITE,3240
2017-08-27,"NEW YORK, NY",CABLE STORE,129
2017-08-27,"NEW YORK, NY",CRC,27
2017-08-27,"NEW YORK, NY",FIELD TECH,6
2017-08-27,"NEW YORK, NY",INBOUND,2676
2017-08-27,"NEW YORK, NY",INPERSON,320
2017-08-27,"NEW YORK, NY",OTHER,51
2017-08-27,"NEW YORK, NY",OUTBOUND,44
2017-08-27,"NEW YORK, NY",RETENTION,75
2017-08-27,"NEW YORK, NY",WEB SITE,1118
2017-09-03,"NEW YORK, NY",CABLE STORE,311
2017-09-03,"NEW YORK, NY",CRC,90
2017-09-03,"NEW YORK, NY",FIELD TECH,20
2017-09-03,"NEW YORK, NY",INBOUND,8511
2017-09-03,"NEW YORK, NY",INPERSON,937
2017-09-03,"NEW YORK, NY",OTHER,193
2017-09-03,"NEW YORK, NY",OUTBOUND,217
2017-09-03,"NEW YORK, NY",RETENTION,197
2017-09-03,"NEW YORK, NY",WEB SITE,3586
2017-09-10,"NEW YORK, NY",CABLE STORE,298
2017-09-10,"NEW YORK, NY",CRC,100
2017-09-10,"NEW YORK, NY",FIELD TECH,27
2017-09-10,"NEW YORK, NY",INBOUND,8178
2017-09-10,"NEW YORK, NY",INPERSON,1275
2017-09-10,"NEW YORK, NY",OTHER,192
2017-09-10,"NEW YORK, NY",OUTBOUND,212
2017-09-10,"NEW YORK, NY",RETENTION,177
2017-09-10,"NEW YORK, NY",WEB SITE,3266
2017-09-17,"NEW YORK, NY",CABLE STORE,279
2017-09-17,"NEW YORK, NY",CRC,72
2017-09-17,"NEW YORK, NY",FIELD TECH,20
2017-09-17,"NEW YORK, NY",INBOUND,8106
2017-09-17,"NEW YORK, NY",INPERSON,1190
2017-09-17,"NEW YORK, NY",OTHER,171
2017-09-17,"NEW YORK, NY",OUTBOUND,262
2017-09-17,"NEW YORK, NY",RETENTION,175
2017-09-17,"NEW YORK, NY",WEB SITE,3183
2017-09-24,"NEW YORK, NY",CABLE STORE,302
2017-09-24,"NEW YORK, NY",CRC,73
2017-09-24,"NEW YORK, NY",FIELD TECH,24
2017-09-24,"NEW YORK, NY",INBOUND,8735
2017-09-24,"NEW YORK, NY",INPERSON,937
2017-09-24,"NEW YORK, NY",OTHER,191
2017-09-24,"NEW YORK, NY",OUTBOUND,267
2017-09-24,"NEW YORK, NY",RETENTION,234
2017-09-24,"NEW YORK, NY",WEB SITE,3597
2017-10-01,"NEW YORK, NY",CABLE STORE,325
2017-10-01,"NEW YORK, NY",CRC,108
2017-10-01,"NEW YORK, NY",FIELD TECH,23
2017-10-01,"NEW YORK, NY",INBOUND,8468
2017-10-01,"NEW YORK, NY",INPERSON,1064
2017-10-01,"NEW YORK, NY",OTHER,196
2017-10-01,"NEW YORK, NY",OUTBOUND,244
2017-10-01,"NEW YORK, NY",RETENTION,144
2017-10-01,"NEW YORK, NY",WEB SITE,3585
2017-10-08,"NEW YORK, NY",CABLE STORE,292
2017-10-08,"NEW YORK, NY",CRC,61
2017-10-08,"NEW YORK, NY",FIELD TECH,21
2017-10-08,"NEW YORK, NY",INBOUND,7643
2017-10-08,"NEW YORK, NY",INPERSON,1098
2017-10-08,"NEW YORK, NY",OTHER,144
2017-10-08,"NEW YORK, NY",OUTBOUND,265
2017-10-08,"NEW YORK, NY",RETENTION,105
2017-10-08,"NEW YORK, NY",WEB SITE,3228
2017-10-15,"NEW YORK, NY",CABLE STORE,287
2017-10-15,"NEW YORK, NY",CRC,78
2017-10-15,"NEW YORK, NY",FIELD TECH,26
2017-10-15,"NEW YORK, NY",INBOUND,8799
2017-10-15,"NEW YORK, NY",INPERSON,1132
2017-10-15,"NEW YORK, NY",OTHER,278
2017-10-15,"NEW YORK, NY",OUTBOUND,242
2017-10-15,"NEW YORK, NY",RETENTION,141
2017-10-15,"NEW YORK, NY",WEB SITE,3236
2017-10-22,"NEW YORK, NY",CABLE STORE,312
2017-10-22,"NEW YORK, NY",CRC,93
2017-10-22,"NEW YORK, NY",FIELD TECH,20
2017-10-22,"NEW YORK, NY",INBOUND,9325
2017-10-22,"NEW YORK, NY",INPERSON,1155
2017-10-22,"NEW YORK, NY",OTHER,211
2017-10-22,"NEW YORK, NY",OUTBOUND,260
2017-10-22,"NEW YORK, NY",RETENTION,147
2017-10-22,"NEW YORK, NY",WEB SITE,3563
2017-10-29,"NEW YORK, NY",CABLE STORE,112
2017-10-29,"NEW YORK, NY",CRC,33
2017-10-29,"NEW YORK, NY",FIELD TECH,9
2017-10-29,"NEW YORK, NY",INBOUND,4476
2017-10-29,"NEW YORK, NY",INPERSON,293
2017-10-29,"NEW YORK, NY",OTHER,81
2017-10-29,"NEW YORK, NY",OUTBOUND,105
2017-10-29,"NEW YORK, NY",RETENTION,95
2017-10-29,"NEW YORK, NY",WEB SITE,1674
2017-10-29,"NEW YORK, NY",CABLE STORE,251
2017-10-29,"NEW YORK, NY",CRC,70
2017-10-29,"NEW YORK, NY",FIELD TECH,15
2017-10-29,"NEW YORK, NY",INBOUND,5717
2017-10-29,"NEW YORK, NY",INPERSON,779
2017-10-29,"NEW YORK, NY",OTHER,123
2017-10-29,"NEW YORK, NY",OUTBOUND,155
2017-10-29,"NEW YORK, NY",RETENTION,102
2017-10-29,"NEW YORK, NY",WEB SITE,2165
2017-11-05,"NEW YORK, NY",CABLE STORE,317
2017-11-05,"NEW YORK, NY",CRC,113
2017-11-05,"NEW YORK, NY",FIELD TECH,38
2017-11-05,"NEW YORK, NY",INBOUND,8339
2017-11-05,"NEW YORK, NY",INPERSON,1152
2017-11-05,"NEW YORK, NY",OTHER,177
2017-11-05,"NEW YORK, NY",OUTBOUND,280
2017-11-05,"NEW YORK, NY",RETENTION,119
2017-11-05,"NEW YORK, NY",WEB SITE,3599
2017-11-12,"NEW YORK, NY",CABLE STORE,295
2017-11-12,"NEW YORK, NY",CRC,95
2017-11-12,"NEW YORK, NY",FIELD TECH,17
2017-11-12,"NEW YORK, NY",INBOUND,7808
2017-11-12,"NEW YORK, NY",INPERSON,1227
2017-11-12,"NEW YORK, NY",OTHER,211
2017-11-12,"NEW YORK, NY",OUTBOUND,257
2017-11-12,"NEW YORK, NY",RETENTION,119
2017-11-12,"NEW YORK, NY",WEB SITE,3317
2017-11-19,"NEW YORK, NY",CABLE STORE,237
2017-11-19,"NEW YORK, NY",CRC,94
2017-11-19,"NEW YORK, NY",FIELD TECH,15
2017-11-19,"NEW YORK, NY",INBOUND,6231
2017-11-19,"NEW YORK, NY",INPERSON,661
2017-11-19,"NEW YORK, NY",OTHER,130
2017-11-19,"NEW YORK, NY",OUTBOUND,158
2017-11-19,"NEW YORK, NY",RETENTION,97
2017-11-19,"NEW YORK, NY",WEB SITE,2905
2017-11-26,"NEW YORK, NY",CABLE STORE,216
2017-11-26,"NEW YORK, NY",CRC,61
2017-11-26,"NEW YORK, NY",FIELD TECH,18
2017-11-26,"NEW YORK, NY",INBOUND,6669
2017-11-26,"NEW YORK, NY",INPERSON,612
2017-11-26,"NEW YORK, NY",OTHER,166
2017-11-26,"NEW YORK, NY",OUTBOUND,193
2017-11-26,"NEW YORK, NY",RETENTION,118
2017-11-26,"NEW YORK, NY",WEB SITE,2998
2017-11-26,"NEW YORK, NY",CABLE STORE,127
2017-11-26,"NEW YORK, NY",CRC,33
2017-11-26,"NEW YORK, NY",FIELD TECH,12
2017-11-26,"NEW YORK, NY",INBOUND,2364
2017-11-26,"NEW YORK, NY",INPERSON,308
2017-11-26,"NEW YORK, NY",OTHER,35
2017-11-26,"NEW YORK, NY",OUTBOUND,65
2017-11-26,"NEW YORK, NY",RETENTION,41
2017-11-26,"NEW YORK, NY",WEB SITE,948
2017-12-03,"NEW YORK, NY",CABLE STORE,303
2017-12-03,"NEW YORK, NY",CRC,97
2017-12-03,"NEW YORK, NY",FIELD TECH,26
2017-12-03,"NEW YORK, NY",INBOUND,7870
2017-12-03,"NEW YORK, NY",INPERSON,1063
2017-12-03,"NEW YORK, NY",OTHER,135
2017-12-03,"NEW YORK, NY",OUTBOUND,230
2017-12-03,"NEW YORK, NY",RETENTION,125
2017-12-03,"NEW YORK, NY",WEB SITE,3348
2017-12-10,"NEW YORK, NY",CABLE STORE,241
2017-12-10,"NEW YORK, NY",CRC,87
2017-12-10,"NEW YORK, NY",FIELD TECH,15
2017-12-10,"NEW YORK, NY",INBOUND,7163
2017-12-10,"NEW YORK, NY",INPERSON,1009
2017-12-10,"NEW YORK, NY",OTHER,178
2017-12-10,"NEW YORK, NY",OUTBOUND,246
2017-12-10,"NEW YORK, NY",RETENTION,116
2017-12-10,"NEW YORK, NY",WEB SITE,2976
2017-12-17,"NEW YORK, NY",CABLE STORE,251
2017-12-17,"NEW YORK, NY",CRC,78
2017-12-17,"NEW YORK, NY",FIELD TECH,16
2017-12-17,"NEW YORK, NY",INBOUND,6889
2017-12-17,"NEW YORK, NY",INPERSON,904
2017-12-17,"NEW YORK, NY",OTHER,130
2017-12-17,"NEW YORK, NY",OUTBOUND,198
2017-12-17,"NEW YORK, NY",RETENTION,128
2017-12-17,"NEW YORK, NY",WEB SITE,2881
2017-12-24,"NEW YORK, NY",CABLE STORE,253
2017-12-24,"NEW YORK, NY",CRC,66
2017-12-24,"NEW YORK, NY",FIELD TECH,19
2017-12-24,"NEW YORK, NY",INBOUND,7050
2017-12-24,"NEW YORK, NY",INPERSON,536
2017-12-24,"NEW YORK, NY",OTHER,96
2017-12-24,"NEW YORK, NY",OUTBOUND,142
2017-12-24,"NEW YORK, NY",RETENTION,123
2017-12-24,"NEW YORK, NY",WEB SITE,3177
2017-12-31,"NEW YORK, NY",CRC,15
2017-12-31,"NEW YORK, NY",INBOUND,388
2017-12-31,"NEW YORK, NY",OTHER,1
2017-12-31,"NEW YORK, NY",WEB SITE,254
2017-12-31,"NEW YORK, NY",CABLE STORE,233
2017-12-31,"NEW YORK, NY",CRC,73
2017-12-31,"NEW YORK, NY",FIELD TECH,9
2017-12-31,"NEW YORK, NY",INBOUND,4770
2017-12-31,"NEW YORK, NY",INPERSON,537
2017-12-31,"NEW YORK, NY",OTHER,120
2017-12-31,"NEW YORK, NY",OUTBOUND,62
2017-12-31,"NEW YORK, NY",RETENTION,84
2017-12-31,"NEW YORK, NY",WEB SITE,3096
2018-01-07,"NEW YORK, NY",CABLE STORE,248
2018-01-07,"NEW YORK, NY",CRC,82
2018-01-07,"NEW YORK, NY",FIELD TECH,21
2018-01-07,"NEW YORK, NY",INBOUND,6592
2018-01-07,"NEW YORK, NY",INPERSON,1015
2018-01-07,"NEW YORK, NY",OTHER,165
2018-01-07,"NEW YORK, NY",OUTBOUND,228
2018-01-07,"NEW YORK, NY",RETENTION,87
2018-01-07,"NEW YORK, NY",WEB SITE,3320
2018-01-14,"NEW YORK, NY",CABLE STORE,257
2018-01-14,"NEW YORK, NY",CRC,94
2018-01-14,"NEW YORK, NY",FIELD TECH,20
2018-01-14,"NEW YORK, NY",INBOUND,6365
2018-01-14,"NEW YORK, NY",INPERSON,869
2018-01-14,"NEW YORK, NY",OTHER,149
2018-01-14,"NEW YORK, NY",OUTBOUND,158
2018-01-14,"NEW YORK, NY",RETENTION,83
2018-01-14,"NEW YORK, NY",WEB SITE,3200
2018-01-21,"NEW YORK, NY",CABLE STORE,249
2018-01-21,"NEW YORK, NY",CRC,61
2018-01-21,"NEW YORK, NY",FIELD TECH,17
2018-01-21,"NEW YORK, NY",INBOUND,6957
2018-01-21,"NEW YORK, NY",INPERSON,1117
2018-01-21,"NEW YORK, NY",OTHER,179
2018-01-21,"NEW YORK, NY",OUTBOUND,236
2018-01-21,"NEW YORK, NY",RETENTION,101
