period,mmm_b2c_acq_dma,inbound_call_volume
2021-04-04,GREENVILLE-NEW BERN-WASH NC,166
2021-04-04,HOUSTON TX,165
2021-04-04,JONESBORO AR,58
2021-04-04,LAKE CHARLES LA,85
2021-04-04,LITTLE ROCK AR,126
2021-04-04,LUBBOCK TX,110
2021-04-04,MONROE-EL DORADO LA-AR,76
2021-04-04,"NEW YORK, NY",5419
2021-04-04,ODESSA-MIDLAND TX,109
2021-04-04,OKLAHOMA CITY OK,75
2021-04-04,PARKERSBURG WV,54
2021-04-04,PHOENIX AZ,172
2021-04-04,RALEIGH-DURHAM NC,72
2021-04-04,SAN ANGELO TX,45
2021-04-04,SHREVEPORT LA,115
2021-04-04,SPRINGFIELD MO,116
2021-04-04,ST JOSEPH MO,27
2021-04-04,TULSA OK,45
2021-04-04,TYLER-LONGVIEW TX,239
2021-04-04,VICTORIA TX,46
2021-04-04,WACO-TEMPLE-BRYAN TX,113
2021-04-11,ABILENE-SWEETWATER TX,76
2021-04-11,ALEXANDRIA LA,86
2021-04-11,AMARILLO TX,134
2021-04-11,AUSTIN TX,76
2021-04-11,All Other Suddenlink DMA Total,260
2021-04-11,BLUEFIELD-BECKLEY-OAK HILL WV,83
2021-04-11,CHARLESTON-HUNTINGTON WV,138
2021-04-11,DALLAS-FT WORTH TX,192
2021-04-11,EUREKA CA,46
2021-04-11,GREENVILLE-NEW BERN-WASH NC,156
2021-04-11,HOUSTON TX,154
2021-04-11,JONESBORO AR,52
2021-04-11,LAKE CHARLES LA,75
2021-04-11,LITTLE ROCK AR,120
2021-04-11,LUBBOCK TX,115
2021-04-11,MONROE-EL DORADO LA-AR,60
2021-04-11,"NEW YORK, NY",3892
2021-04-11,ODESSA-MIDLAND TX,93
2021-04-11,OKLAHOMA CITY OK,81
2021-04-11,PARKERSBURG WV,34
2021-04-11,PHOENIX AZ,177
2021-04-11,RALEIGH-DURHAM NC,53
2021-04-11,SAN ANGELO TX,49
2021-04-11,SHREVEPORT LA,112
2021-04-11,SPRINGFIELD MO,83
2021-04-11,ST JOSEPH MO,31
2021-04-11,TULSA OK,30
2021-04-11,TYLER-LONGVIEW TX,154
2021-04-11,VICTORIA TX,20
2021-04-11,WACO-TEMPLE-BRYAN TX,74
2021-04-18,ABILENE-SWEETWATER TX,61
2021-04-18,ALEXANDRIA LA,80
2021-04-18,AMARILLO TX,81
2021-04-18,AUSTIN TX,77
2021-04-18,All Other Suddenlink DMA Total,275
2021-04-18,BLUEFIELD-BECKLEY-OAK HILL WV,82
2021-04-18,CHARLESTON-HUNTINGTON WV,165
2021-04-18,DALLAS-FT WORTH TX,192
2021-04-18,EUREKA CA,21
2021-04-18,GREENVILLE-NEW BERN-WASH NC,150
2021-04-18,HOUSTON TX,174
2021-04-18,JONESBORO AR,59
2021-04-18,LAKE CHARLES LA,84
2021-04-18,LITTLE ROCK AR,135
2021-04-18,LUBBOCK TX,100
2021-04-18,MONROE-EL DORADO LA-AR,40
2021-04-18,"NEW YORK, NY",3587
2021-04-18,ODESSA-MIDLAND TX,93
2021-04-18,OKLAHOMA CITY OK,77
2021-04-18,PARKERSBURG WV,49
2021-04-18,PHOENIX AZ,161
2021-04-18,RALEIGH-DURHAM NC,51
2021-04-18,SAN ANGELO TX,47
2021-04-18,SHREVEPORT LA,81
2021-04-18,SPRINGFIELD MO,90
2021-04-18,ST JOSEPH MO,36
2021-04-18,TULSA OK,35
2021-04-18,TYLER-LONGVIEW TX,168
2021-04-18,VICTORIA TX,36
2021-04-18,WACO-TEMPLE-BRYAN TX,84
2021-04-25,ABILENE-SWEETWATER TX,82
2021-04-25,ALEXANDRIA LA,95
2021-04-25,AMARILLO TX,92
2021-04-25,AUSTIN TX,85
2021-04-25,All Other Suddenlink DMA Total,242
2021-04-25,BLUEFIELD-BECKLEY-OAK HILL WV,96
2021-04-25,CHARLESTON-HUNTINGTON WV,136
2021-04-25,DALLAS-FT WORTH TX,201
2021-04-25,EUREKA CA,27
2021-04-25,GREENVILLE-NEW BERN-WASH NC,162
2021-04-25,HOUSTON TX,196
2021-04-25,JONESBORO AR,35
2021-04-25,LAKE CHARLES LA,71
2021-04-25,LITTLE ROCK AR,84
2021-04-25,LUBBOCK TX,153
2021-04-25,MONROE-EL DORADO LA-AR,62
2021-04-25,"NEW YORK, NY",3658
2021-04-25,ODESSA-MIDLAND TX,82
2021-04-25,OKLAHOMA CITY OK,77
2021-04-25,PARKERSBURG WV,43
2021-04-25,PHOENIX AZ,167
2021-04-25,RALEIGH-DURHAM NC,73
2021-04-25,SAN ANGELO TX,45
2021-04-25,SHREVEPORT LA,92
2021-04-25,SPRINGFIELD MO,77
2021-04-25,ST JOSEPH MO,25
2021-04-25,TULSA OK,43
2021-04-25,TYLER-LONGVIEW TX,164
2021-04-25,VICTORIA TX,20
2021-04-25,WACO-TEMPLE-BRYAN TX,69
2021-05-02,ABILENE-SWEETWATER TX,76
2021-05-02,ALEXANDRIA LA,97
2021-05-02,AMARILLO TX,97
2021-05-02,AUSTIN TX,99
2021-05-02,All Other Suddenlink DMA Total,319
2021-05-02,BLUEFIELD-BECKLEY-OAK HILL WV,57
2021-05-02,CHARLESTON-HUNTINGTON WV,175
2021-05-02,DALLAS-FT WORTH TX,246
2021-05-02,EUREKA CA,40
2021-05-02,GREENVILLE-NEW BERN-WASH NC,126
2021-05-02,HOUSTON TX,188
2021-05-02,JONESBORO AR,60
2021-05-02,LAKE CHARLES LA,65
2021-05-02,LITTLE ROCK AR,86
2021-05-02,LUBBOCK TX,124
2021-05-02,MONROE-EL DORADO LA-AR,53
2021-05-02,"NEW YORK, NY",4012
2021-05-02,ODESSA-MIDLAND TX,64
2021-05-02,OKLAHOMA CITY OK,78
2021-05-02,PARKERSBURG WV,33
2021-05-02,PHOENIX AZ,178
2021-05-02,RALEIGH-DURHAM NC,44
2021-05-02,SAN ANGELO TX,46
2021-05-02,SHREVEPORT LA,91
2021-05-02,SPRINGFIELD MO,68
2021-05-02,ST JOSEPH MO,38
2021-05-02,TULSA OK,39
2021-05-02,TYLER-LONGVIEW TX,178
2021-05-02,VICTORIA TX,26
2021-05-02,WACO-TEMPLE-BRYAN TX,68
2021-05-09,ABILENE-SWEETWATER TX,73
2021-05-09,ALEXANDRIA LA,74
2021-05-09,AMARILLO TX,89
2021-05-09,AUSTIN TX,76
2021-05-09,All Other Suddenlink DMA Total,273
2021-05-09,BLUEFIELD-BECKLEY-OAK HILL WV,70
2021-05-09,CHARLESTON-HUNTINGTON WV,134
2021-05-09,DALLAS-FT WORTH TX,199
2021-05-09,EUREKA CA,36
2021-05-09,GREENVILLE-NEW BERN-WASH NC,154
2021-05-09,HOUSTON TX,171
2021-05-09,JONESBORO AR,39
2021-05-09,LAKE CHARLES LA,70
2021-05-09,LITTLE ROCK AR,95
2021-05-09,LUBBOCK TX,103
2021-05-09,MONROE-EL DORADO LA-AR,46
2021-05-09,"NEW YORK, NY",3828
2021-05-09,ODESSA-MIDLAND TX,78
2021-05-09,OKLAHOMA CITY OK,77
2021-05-09,PARKERSBURG WV,50
2021-05-09,PHOENIX AZ,155
2021-05-09,RALEIGH-DURHAM NC,65
2021-05-09,SAN ANGELO TX,35
2021-05-09,SHREVEPORT LA,89
2021-05-09,SPRINGFIELD MO,84
2021-05-09,ST JOSEPH MO,39
2021-05-09,TULSA OK,28
2021-05-09,TYLER-LONGVIEW TX,191
2021-05-09,VICTORIA TX,45
2021-05-09,WACO-TEMPLE-BRYAN TX,82
2021-05-16,ABILENE-SWEETWATER TX,100
2021-05-16,ALEXANDRIA LA,75
2021-05-16,AMARILLO TX,102
2021-05-16,AUSTIN TX,73
2021-05-16,All Other Suddenlink DMA Total,238
2021-05-16,BLUEFIELD-BECKLEY-OAK HILL WV,83
2021-05-16,CHARLESTON-HUNTINGTON WV,167
2021-05-16,DALLAS-FT WORTH TX,206
2021-05-16,EUREKA CA,27
2021-05-16,GREENVILLE-NEW BERN-WASH NC,125
2021-05-16,HOUSTON TX,175
2021-05-16,JONESBORO AR,54
2021-05-16,LAKE CHARLES LA,81
2021-05-16,LITTLE ROCK AR,103
2021-05-16,LUBBOCK TX,112
2021-05-16,MONROE-EL DORADO LA-AR,49
2021-05-16,"NEW YORK, NY",3826
2021-05-16,ODESSA-MIDLAND TX,71
2021-05-16,OKLAHOMA CITY OK,71
2021-05-16,PARKERSBURG WV,53
2021-05-16,PHOENIX AZ,157
2021-05-16,RALEIGH-DURHAM NC,55
2021-05-16,SAN ANGELO TX,20
2021-05-16,SHREVEPORT LA,84
2021-05-16,SPRINGFIELD MO,83
2021-05-16,ST JOSEPH MO,26
2021-05-16,TULSA OK,35
2021-05-16,TYLER-LONGVIEW TX,186
2021-05-16,VICTORIA TX,29
2021-05-16,WACO-TEMPLE-BRYAN TX,84
2021-05-23,ABILENE-SWEETWATER TX,74
2021-05-23,ALEXANDRIA LA,86
2021-05-23,AMARILLO TX,105
2021-05-23,AUSTIN TX,103
2021-05-23,All Other Suddenlink DMA Total,226
2021-05-23,BLUEFIELD-BECKLEY-OAK HILL WV,78
2021-05-23,CHARLESTON-HUNTINGTON WV,160
2021-05-23,DALLAS-FT WORTH TX,254
2021-05-23,EUREKA CA,28
2021-05-23,GREENVILLE-NEW BERN-WASH NC,137
2021-05-23,HOUSTON TX,183
2021-05-23,JONESBORO AR,40
2021-05-23,LAKE CHARLES LA,84
2021-05-23,LITTLE ROCK AR,109
2021-05-23,LUBBOCK TX,119
2021-05-23,MONROE-EL DORADO LA-AR,60
2021-05-23,"NEW YORK, NY",3742
2021-05-23,ODESSA-MIDLAND TX,75
2021-05-23,OKLAHOMA CITY OK,88
2021-05-23,PARKERSBURG WV,50
2021-05-23,PHOENIX AZ,173
2021-05-23,RALEIGH-DURHAM NC,62
2021-05-23,SAN ANGELO TX,44
2021-05-23,SHREVEPORT LA,101
2021-05-23,SPRINGFIELD MO,95
2021-05-23,ST JOSEPH MO,37
2021-05-23,TULSA OK,40
2021-05-23,TYLER-LONGVIEW TX,178
2021-05-23,VICTORIA TX,37
2021-05-23,WACO-TEMPLE-BRYAN TX,71
2021-05-30,ABILENE-SWEETWATER TX,65
2021-05-30,ALEXANDRIA LA,71
2021-05-30,AMARILLO TX,103
2021-05-30,AUSTIN TX,87
2021-05-30,All Other Suddenlink DMA Total,286
2021-05-30,BLUEFIELD-BECKLEY-OAK HILL WV,70
2021-05-30,CHARLESTON-HUNTINGTON WV,298
2021-05-30,DALLAS-FT WORTH TX,218
2021-05-30,EUREKA CA,52
2021-05-30,GREENVILLE-NEW BERN-WASH NC,170
2021-05-30,HOUSTON TX,179
2021-05-30,JONESBORO AR,52
2021-05-30,LAKE CHARLES LA,91
2021-05-30,LITTLE ROCK AR,161
2021-05-30,LUBBOCK TX,101
2021-05-30,MONROE-EL DORADO LA-AR,41
2021-05-30,"NEW YORK, NY",3587
2021-05-30,ODESSA-MIDLAND TX,93
2021-05-30,OKLAHOMA CITY OK,92
2021-05-30,PARKERSBURG WV,50
2021-05-30,PHOENIX AZ,198
2021-05-30,RALEIGH-DURHAM NC,67
2021-05-30,SAN ANGELO TX,31
2021-05-30,SHREVEPORT LA,106
2021-05-30,SPRINGFIELD MO,90
2021-05-30,ST JOSEPH MO,31
2021-05-30,TULSA OK,37
2021-05-30,TYLER-LONGVIEW TX,219
2021-05-30,VICTORIA TX,37
2021-05-30,WACO-TEMPLE-BRYAN TX,106
2021-06-06,ABILENE-SWEETWATER TX,83
2021-06-06,ALEXANDRIA LA,101
2021-06-06,AMARILLO TX,86
2021-06-06,AUSTIN TX,74
2021-06-06,All Other Suddenlink DMA Total,270
2021-06-06,BLUEFIELD-BECKLEY-OAK HILL WV,63
2021-06-06,CHARLESTON-HUNTINGTON WV,191
2021-06-06,DALLAS-FT WORTH TX,246
2021-06-06,EUREKA CA,44
2021-06-06,GREENVILLE-NEW BERN-WASH NC,145
2021-06-06,HOUSTON TX,211
2021-06-06,JONESBORO AR,108
2021-06-06,LAKE CHARLES LA,78
2021-06-06,LITTLE ROCK AR,181
2021-06-06,LUBBOCK TX,135
2021-06-06,MONROE-EL DORADO LA-AR,67
2021-06-06,"NEW YORK, NY",3806
2021-06-06,ODESSA-MIDLAND TX,74
2021-06-06,OKLAHOMA CITY OK,127
2021-06-06,PARKERSBURG WV,41
2021-06-06,PHOENIX AZ,186
2021-06-06,RALEIGH-DURHAM NC,57
2021-06-06,SAN ANGELO TX,46
2021-06-06,SHREVEPORT LA,121
2021-06-06,SPRINGFIELD MO,101
2021-06-06,ST JOSEPH MO,37
2021-06-06,TULSA OK,62
2021-06-06,TYLER-LONGVIEW TX,193
2021-06-06,VICTORIA TX,26
2021-06-06,WACO-TEMPLE-BRYAN TX,99
2021-06-13,ABILENE-SWEETWATER TX,61
2021-06-13,ALEXANDRIA LA,104
2021-06-13,AMARILLO TX,108
2021-06-13,AUSTIN TX,90
2021-06-13,All Other Suddenlink DMA Total,289
2021-06-13,BLUEFIELD-BECKLEY-OAK HILL WV,86
2021-06-13,CHARLESTON-HUNTINGTON WV,161
2021-06-13,DALLAS-FT WORTH TX,158
2021-06-13,EUREKA CA,29
2021-06-13,GREENVILLE-NEW BERN-WASH NC,157
2021-06-13,HOUSTON TX,231
2021-06-13,JONESBORO AR,41
2021-06-13,LAKE CHARLES LA,89
2021-06-13,LITTLE ROCK AR,135
2021-06-13,LUBBOCK TX,127
2021-06-13,MONROE-EL DORADO LA-AR,63
2021-06-13,"NEW YORK, NY",3698
2021-06-13,ODESSA-MIDLAND TX,95
2021-06-13,OKLAHOMA CITY OK,95
2021-06-13,PARKERSBURG WV,48
2021-06-13,PHOENIX AZ,162
2021-06-13,RALEIGH-DURHAM NC,59
2021-06-13,SAN ANGELO TX,57
2021-06-13,SHREVEPORT LA,97
2021-06-13,SPRINGFIELD MO,121
2021-06-13,ST JOSEPH MO,38
2021-06-13,TULSA OK,30
2021-06-13,TYLER-LONGVIEW TX,202
2021-06-13,VICTORIA TX,22
2021-06-13,WACO-TEMPLE-BRYAN TX,94
2021-06-20,ABILENE-SWEETWATER TX,63
2021-06-20,ALEXANDRIA LA,126
2021-06-20,AMARILLO TX,92
2021-06-20,AUSTIN TX,71
2021-06-20,All Other Suddenlink DMA Total,298
2021-06-20,BLUEFIELD-BECKLEY-OAK HILL WV,93
2021-06-20,CHARLESTON-HUNTINGTON WV,137
2021-06-20,DALLAS-FT WORTH TX,257
2021-06-20,EUREKA CA,40
2021-06-20,GREENVILLE-NEW BERN-WASH NC,142
2021-06-20,HOUSTON TX,193
2021-06-20,JONESBORO AR,37
2021-06-20,LAKE CHARLES LA,88
2021-06-20,LITTLE ROCK AR,148
2021-06-20,LUBBOCK TX,130
2021-06-20,MONROE-EL DORADO LA-AR,54
2021-06-20,"NEW YORK, NY",3819
2021-06-20,ODESSA-MIDLAND TX,101
2021-06-20,OKLAHOMA CITY OK,94
2021-06-20,PARKERSBURG WV,38
2021-06-20,PHOENIX AZ,158
2021-06-20,RALEIGH-DURHAM NC,64
2021-06-20,SAN ANGELO TX,39
2021-06-20,SHREVEPORT LA,111
2021-06-20,SPRINGFIELD MO,91
2021-06-20,ST JOSEPH MO,38
2021-06-20,TULSA OK,39
2021-06-20,TYLER-LONGVIEW TX,212
2021-06-20,VICTORIA TX,40
2021-06-20,WACO-TEMPLE-BRYAN TX,110
2021-06-27,ABILENE-SWEETWATER TX,63
2021-06-27,ALEXANDRIA LA,105
2021-06-27,AMARILLO TX,124
2021-06-27,AUSTIN TX,76
2021-06-27,All Other Suddenlink DMA Total,312
2021-06-27,BLUEFIELD-BECKLEY-OAK HILL WV,124
2021-06-27,CHARLESTON-HUNTINGTON WV,180
2021-06-27,DALLAS-FT WORTH TX,253
2021-06-27,EUREKA CA,45
2021-06-27,GREENVILLE-NEW BERN-WASH NC,144
2021-06-27,HOUSTON TX,265
2021-06-27,JONESBORO AR,56
2021-06-27,LAKE CHARLES LA,79
2021-06-27,LITTLE ROCK AR,131
2021-06-27,LUBBOCK TX,148
2021-06-27,MONROE-EL DORADO LA-AR,87
2021-06-27,"NEW YORK, NY",3882
2021-06-27,ODESSA-MIDLAND TX,99
2021-06-27,OKLAHOMA CITY OK,124
2021-06-27,PARKERSBURG WV,47
2021-06-27,PHOENIX AZ,209
2021-06-27,RALEIGH-DURHAM NC,88
2021-06-27,SAN ANGELO TX,53
2021-06-27,SHREVEPORT LA,87
2021-06-27,SPRINGFIELD MO,85
2021-06-27,ST JOSEPH MO,44
2021-06-27,TULSA OK,32
2021-06-27,TYLER-LONGVIEW TX,221
2021-06-27,VICTORIA TX,31
2021-06-27,WACO-TEMPLE-BRYAN TX,97
2021-07-04,ABILENE-SWEETWATER TX,65
2021-07-04,ALEXANDRIA LA,90
2021-07-04,AMARILLO TX,86
2021-07-04,AUSTIN TX,86
2021-07-04,All Other Suddenlink DMA Total,308
2021-07-04,BLUEFIELD-BECKLEY-OAK HILL WV,102
2021-07-04,CHARLESTON-HUNTINGTON WV,143
2021-07-04,DALLAS-FT WORTH TX,230
2021-07-04,EUREKA CA,53
2021-07-04,GREENVILLE-NEW BERN-WASH NC,144
2021-07-04,HOUSTON TX,220
2021-07-04,JONESBORO AR,38
2021-07-04,LAKE CHARLES LA,100
2021-07-04,LITTLE ROCK AR,134
2021-07-04,LUBBOCK TX,134
2021-07-04,MONROE-EL DORADO LA-AR,50
2021-07-04,"NEW YORK, NY",3161
2021-07-04,ODESSA-MIDLAND TX,89
2021-07-04,OKLAHOMA CITY OK,99
2021-07-04,PARKERSBURG WV,39
2021-07-04,PHOENIX AZ,174
2021-07-04,RALEIGH-DURHAM NC,70
2021-07-04,SAN ANGELO TX,39
2021-07-04,SHREVEPORT LA,118
2021-07-04,SPRINGFIELD MO,86
2021-07-04,ST JOSEPH MO,41
2021-07-04,TULSA OK,34
2021-07-04,TYLER-LONGVIEW TX,199
2021-07-04,VICTORIA TX,23
2021-07-04,WACO-TEMPLE-BRYAN TX,120
2021-07-11,ABILENE-SWEETWATER TX,65
2021-07-11,ALEXANDRIA LA,100
2021-07-11,AMARILLO TX,92
2021-07-11,AUSTIN TX,98
2021-07-11,All Other Suddenlink DMA Total,300
2021-07-11,BLUEFIELD-BECKLEY-OAK HILL WV,105
2021-07-11,CHARLESTON-HUNTINGTON WV,140
2021-07-11,DALLAS-FT WORTH TX,225
2021-07-11,EUREKA CA,33
2021-07-11,GREENVILLE-NEW BERN-WASH NC,179
2021-07-11,HOUSTON TX,216
2021-07-11,JONESBORO AR,49
2021-07-11,LAKE CHARLES LA,84
2021-07-11,LITTLE ROCK AR,136
2021-07-11,LUBBOCK TX,144
2021-07-11,MONROE-EL DORADO LA-AR,69
2021-07-11,"NEW YORK, NY",3308
2021-07-11,ODESSA-MIDLAND TX,90
2021-07-11,OKLAHOMA CITY OK,99
2021-07-11,PARKERSBURG WV,40
2021-07-11,PHOENIX AZ,176
2021-07-11,RALEIGH-DURHAM NC,49
2021-07-11,SAN ANGELO TX,42
2021-07-11,SHREVEPORT LA,108
2021-07-11,SPRINGFIELD MO,85
2021-07-11,ST JOSEPH MO,33
2021-07-11,TULSA OK,48
2021-07-11,TYLER-LONGVIEW TX,190
2021-07-11,VICTORIA TX,48
2021-07-11,WACO-TEMPLE-BRYAN TX,141
2021-07-18,ABILENE-SWEETWATER TX,58
2021-07-18,ALEXANDRIA LA,116
2021-07-18,AMARILLO TX,105
2021-07-18,AUSTIN TX,114
2021-07-18,All Other Suddenlink DMA Total,298
2021-07-18,BLUEFIELD-BECKLEY-OAK HILL WV,82
2021-07-18,CHARLESTON-HUNTINGTON WV,169
2021-07-18,DALLAS-FT WORTH TX,284
2021-07-18,EUREKA CA,38
2021-07-18,GREENVILLE-NEW BERN-WASH NC,159
2021-07-18,HOUSTON TX,211
2021-07-18,JONESBORO AR,43
2021-07-18,LAKE CHARLES LA,107
2021-07-18,LITTLE ROCK AR,121
2021-07-18,LUBBOCK TX,151
2021-07-18,MONROE-EL DORADO LA-AR,53
2021-07-18,"NEW YORK, NY",3454
2021-07-18,ODESSA-MIDLAND TX,128
2021-07-18,OKLAHOMA CITY OK,92
2021-07-18,PARKERSBURG WV,48
2021-07-18,PHOENIX AZ,179
2021-07-18,RALEIGH-DURHAM NC,67
2021-07-18,SAN ANGELO TX,45
2021-07-18,SHREVEPORT LA,110
2021-07-18,SPRINGFIELD MO,86
2021-07-18,ST JOSEPH MO,39
2021-07-18,TULSA OK,35
2021-07-18,TYLER-LONGVIEW TX,205
2021-07-18,VICTORIA TX,33
2021-07-18,WACO-TEMPLE-BRYAN TX,172
2021-07-25,ABILENE-SWEETWATER TX,87
2021-07-25,ALEXANDRIA LA,81
2021-07-25,AMARILLO TX,95
2021-07-25,AUSTIN TX,102
2021-07-25,All Other Suddenlink DMA Total,241
2021-07-25,BLUEFIELD-BECKLEY-OAK HILL WV,78
2021-07-25,CHARLESTON-HUNTINGTON WV,161
2021-07-25,DALLAS-FT WORTH TX,251
2021-07-25,EUREKA CA,37
2021-07-25,GREENVILLE-NEW BERN-WASH NC,178
2021-07-25,HOUSTON TX,195
2021-07-25,JONESBORO AR,64
2021-07-25,LAKE CHARLES LA,77
2021-07-25,LITTLE ROCK AR,124
2021-07-25,LUBBOCK TX,162
2021-07-25,MONROE-EL DORADO LA-AR,64
2021-07-25,"NEW YORK, NY",3183
2021-07-25,ODESSA-MIDLAND TX,81
2021-07-25,OKLAHOMA CITY OK,101
2021-07-25,PARKERSBURG WV,39
2021-07-25,PHOENIX AZ,169
2021-07-25,RALEIGH-DURHAM NC,57
2021-07-25,SAN ANGELO TX,42
2021-07-25,SHREVEPORT LA,128
2021-07-25,SPRINGFIELD MO,97
2021-07-25,ST JOSEPH MO,43
2021-07-25,TULSA OK,22
2021-07-25,TYLER-LONGVIEW TX,211
2021-07-25,VICTORIA TX,24
2021-07-25,WACO-TEMPLE-BRYAN TX,221
2021-08-01,ABILENE-SWEETWATER TX,104
2021-08-01,ALEXANDRIA LA,108
2021-08-01,AMARILLO TX,102
2021-08-01,AUSTIN TX,75
2021-08-01,All Other Suddenlink DMA Total,282
2021-08-01,BLUEFIELD-BECKLEY-OAK HILL WV,92
2021-08-01,CHARLESTON-HUNTINGTON WV,161
2021-08-01,DALLAS-FT WORTH TX,226
2021-08-01,EUREKA CA,36
2021-08-01,GREENVILLE-NEW BERN-WASH NC,192
2021-08-01,HOUSTON TX,209
2021-08-01,JONESBORO AR,37
2021-08-01,LAKE CHARLES LA,77
2021-08-01,LITTLE ROCK AR,141
2021-08-01,LUBBOCK TX,174
2021-08-01,MONROE-EL DORADO LA-AR,65
2021-08-01,"NEW YORK, NY",4666
2021-08-01,ODESSA-MIDLAND TX,90
2021-08-01,OKLAHOMA CITY OK,120
2021-08-01,PARKERSBURG WV,45
2021-08-01,PHOENIX AZ,177
2021-08-01,RALEIGH-DURHAM NC,72
2021-08-01,SAN ANGELO TX,34
2021-08-01,SHREVEPORT LA,89
2021-08-01,SPRINGFIELD MO,94
2021-08-01,ST JOSEPH MO,44
2021-08-01,TULSA OK,49
2021-08-01,TYLER-LONGVIEW TX,218
2021-08-01,VICTORIA TX,37
2021-08-01,WACO-TEMPLE-BRYAN TX,205
2021-08-08,ABILENE-SWEETWATER TX,79
2021-08-08,ALEXANDRIA LA,122
2021-08-08,AMARILLO TX,124
2021-08-08,AUSTIN TX,86
2021-08-08,All Other Suddenlink DMA Total,291
2021-08-08,BLUEFIELD-BECKLEY-OAK HILL WV,117
2021-08-08,CHARLESTON-HUNTINGTON WV,153
2021-08-08,DALLAS-FT WORTH TX,219
2021-08-08,EUREKA CA,45
2021-08-08,GREENVILLE-NEW BERN-WASH NC,171
2021-08-08,HOUSTON TX,206
2021-08-08,JONESBORO AR,53
2021-08-08,LAKE CHARLES LA,94
2021-08-08,LITTLE ROCK AR,136
2021-08-08,LUBBOCK TX,152
2021-08-08,MONROE-EL DORADO LA-AR,90
2021-08-08,"NEW YORK, NY",4788
2021-08-08,ODESSA-MIDLAND TX,100
2021-08-08,OKLAHOMA CITY OK,136
2021-08-08,PARKERSBURG WV,28
2021-08-08,PHOENIX AZ,187
2021-08-08,RALEIGH-DURHAM NC,84
2021-08-08,SAN ANGELO TX,46
2021-08-08,SHREVEPORT LA,117
2021-08-08,SPRINGFIELD MO,92
2021-08-08,ST JOSEPH MO,33
2021-08-08,TULSA OK,28
2021-08-08,TYLER-LONGVIEW TX,228
2021-08-08,VICTORIA TX,45
2021-08-08,WACO-TEMPLE-BRYAN TX,172
2021-08-15,ABILENE-SWEETWATER TX,83
2021-08-15,ALEXANDRIA LA,107
2021-08-15,AMARILLO TX,131
2021-08-15,AUSTIN TX,106
2021-08-15,All Other Suddenlink DMA Total,334
2021-08-15,BLUEFIELD-BECKLEY-OAK HILL WV,99
2021-08-15,CHARLESTON-HUNTINGTON WV,148
2021-08-15,DALLAS-FT WORTH TX,257
2021-08-15,EUREKA CA,51
2021-08-15,GREENVILLE-NEW BERN-WASH NC,206
2021-08-15,HOUSTON TX,255
2021-08-15,JONESBORO AR,63
2021-08-15,LAKE CHARLES LA,99
2021-08-15,LITTLE ROCK AR,142
2021-08-15,LUBBOCK TX,180
2021-08-15,MONROE-EL DORADO LA-AR,76
2021-08-15,"NEW YORK, NY",5020
2021-08-15,ODESSA-MIDLAND TX,117
2021-08-15,OKLAHOMA CITY OK,111
2021-08-15,PARKERSBURG WV,80
2021-08-15,PHOENIX AZ,163
2021-08-15,RALEIGH-DURHAM NC,72
2021-08-15,SAN ANGELO TX,58
2021-08-15,SHREVEPORT LA,143
2021-08-15,SPRINGFIELD MO,103
2021-08-15,ST JOSEPH MO,36
2021-08-15,TULSA OK,30
2021-08-15,TYLER-LONGVIEW TX,245
2021-08-15,VICTORIA TX,35
2021-08-15,WACO-TEMPLE-BRYAN TX,178
2021-08-22,ABILENE-SWEETWATER TX,85
2021-08-22,ALEXANDRIA LA,96
2021-08-22,AMARILLO TX,113
2021-08-22,AUSTIN TX,110
2021-08-22,All Other Suddenlink DMA Total,264
2021-08-22,BLUEFIELD-BECKLEY-OAK HILL WV,87
2021-08-22,CHARLESTON-HUNTINGTON WV,158
2021-08-22,DALLAS-FT WORTH TX,251
2021-08-22,EUREKA CA,35
2021-08-22,GREENVILLE-NEW BERN-WASH NC,184
2021-08-22,HOUSTON TX,221
2021-08-22,JONESBORO AR,52
2021-08-22,LAKE CHARLES LA,75
2021-08-22,LITTLE ROCK AR,148
2021-08-22,LUBBOCK TX,175
2021-08-22,MONROE-EL DORADO LA-AR,64
2021-08-22,"NEW YORK, NY",5212
2021-08-22,ODESSA-MIDLAND TX,106
2021-08-22,OKLAHOMA CITY OK,105
2021-08-22,PARKERSBURG WV,55
2021-08-22,PHOENIX AZ,182
2021-08-22,RALEIGH-DURHAM NC,86
2021-08-22,SAN ANGELO TX,68
2021-08-22,SHREVEPORT LA,109
2021-08-22,SPRINGFIELD MO,100
2021-08-22,ST JOSEPH MO,50
2021-08-22,TULSA OK,44
2021-08-22,TYLER-LONGVIEW TX,265
2021-08-22,VICTORIA TX,46
2021-08-22,WACO-TEMPLE-BRYAN TX,152
2021-08-29,ABILENE-SWEETWATER TX,73
2021-08-29,ALEXANDRIA LA,122
2021-08-29,AMARILLO TX,109
2021-08-29,AUSTIN TX,110
2021-08-29,All Other Suddenlink DMA Total,334
2021-08-29,BLUEFIELD-BECKLEY-OAK HILL WV,103
2021-08-29,CHARLESTON-HUNTINGTON WV,212
2021-08-29,DALLAS-FT WORTH TX,285
2021-08-29,EUREKA CA,42
2021-08-29,GREENVILLE-NEW BERN-WASH NC,188
2021-08-29,HOUSTON TX,227
2021-08-29,JONESBORO AR,51
2021-08-29,LAKE CHARLES LA,111
2021-08-29,LITTLE ROCK AR,155
