dma_code,DMA Name,DMA Total HH,Total TV HH,Black TV HH,Hisp TV HH,TV HH w/child <18,Children Age 2-5,Children Age 6-11,Men Age 12-14,Men Age 15-17,Men Age 18-20,Men Age 21-24,Men Age 25-34,Men Age 35-44,Men Age 45-49,Men Age 50-54,Men Age 55-64,Men Age 65+,Women Age 12-14,Women Age 15-17,Women Age 18-20,Women Age 21-24,Women Age 25-34,Women Age 35-44,Women Age 45-49,Women Age 50-54,Women Age 55-64,Women Age 65+,Working Women,W25-49,W25-54,A25-54,A18-49,A25-49,A35-64,A35-54,M21-54,A55+,A25-64,W18-49,dma_name,mmm_b2b_acq_dma,mmm_b2c_acq_dma
511.0,"WASHINGTON, DC (HAGRSTWN)",2698600,2640920,666640,296600,801190,354396,537581,138394,136065,134780,164532,473857,485058,230454,229087,433782,468977,132122,131740,132752,164519,486047,500111,240169,241550,464249,583758,0,1226327,1467877,2886333,3012279,2415696,2824460,1926429,1582988,1950766,3784364,1523598,"WASHINGTON, DC (HAGRSTWN)",OTHER,OTHER
549.0,WATERTOWN,95200,92060,3040,3250,26550,12363,18045,4609,4440,4932,6324,15832,13922,6213,6529,14739,19203,4341,4251,4731,5699,14330,13390,6214,6583,15285,21758,0,33934,40517,83013,91587,69901,82875,52851,48820,70985,113037,44364,WATERTOWN,OTHER,OTHER
705.0,WAUSAU-RHINELANDER,191600,186200,1180,3670,44690,18699,29183,7841,8082,8490,10740,23659,24214,12324,13513,35226,46754,7464,7706,8048,9999,22484,23419,11911,13292,34526,51113,0,57814,71106,144816,155288,118011,168425,98673,84450,167619,214568,75861,WAUSAU-RHINELANDER,OTHER,OTHER
548.0,WEST PALM BEACH-FT. PIERCE,901100,867300,129940,148980,203510,85331,132220,34808,36144,35439,44082,114995,115821,58890,62647,136643,261174,33501,34930,34501,42887,113351,118686,62681,67566,153273,314874,0,294718,362284,714637,741333,584424,776207,486291,396435,865964,1004553,372106,WEST PALM BEACH-FT. PIERCE,OTHER,OTHER
554.0,WHEELING-STEUBENVILLE,133300,129560,3740,1500,29990,12179,19237,5150,5312,5315,6485,16424,16270,8806,9531,22418,32378,4922,5109,5194,6211,15958,16075,8825,9512,23322,38771,0,40858,50370,101401,105563,82358,114759,69019,57516,116889,147141,52263,WHEELING-STEUBENVILLE,OTHER,OTHER
627.0,WICHITA FALLS & LAWTON,160400,155110,15220,20420,45370,20503,31102,8007,7921,7822,9802,25187,23275,10242,10278,23667,31324,7730,7637,7524,9351,24663,23884,10654,10714,25044,37793,0,59201,69915,138897,152404,117905,137758,89047,78784,117828,187608,76076,WICHITA FALLS & LAWTON,"WICHITA FALLS, TX - LAWTON, OK",All Other Suddenlink DMA Total
678.0,WICHITA-HUTCHINSON PLUS,474300,453990,24400,51950,132510,61388,95983,25524,25090,25204,30311,71419,69019,31524,31257,72139,94858,24367,24189,24290,28994,69232,69206,31840,31776,73988,110920,0,170278,202054,405273,451039,342240,410749,264622,233530,351905,551400,223562,WICHITA-HUTCHINSON PLUS,"WICHITA-HUTCHINSON, KS",All Other Suddenlink DMA Total
577.0,WILKES BARRE-SCRANTON-HZTN,608100,585050,23870,37920,145360,59497,93716,25212,26472,28254,33979,82779,80090,41138,45894,105457,141406,23999,25217,27694,33161,78882,80025,42057,46900,108087,168491,0,200964,247864,497765,528059,404971,549648,336104,283880,523441,711309,261819,WILKES BARRE-SCRANTON,OTHER,OTHER
550.0,WILMINGTON,228600,220370,31700,8760,52910,19636,31389,8420,8718,8870,11787,29066,27750,14560,15003,34465,57847,8109,8629,9077,12575,29731,30068,15646,16392,41864,68815,0,75445,91837,178216,189130,146821,195748,119419,98166,202991,254545,97097,WILMINGTON,OTHER,OTHER
810.0,YAKIMA-PASCO-RCHLND-KNNWCK,269800,259700,4510,69930,87840,43347,67435,17632,17107,16324,20862,47916,45458,20472,19622,39815,53967,16864,16437,15714,20205,46672,44938,20436,19781,41007,60870,0,112046,131827,265295,298997,225892,251529,170707,154330,195659,346117,147965,YAKIMA-PASCO-RCHLND-KNNWCK,OTHER,OTHER
536.0,YOUNGSTOWN,262100,252670,24180,6990,62460,25630,39614,10532,11249,11533,14129,33382,31578,16867,18212,43023,61445,10003,10733,11126,13596,33089,32391,17257,18785,46521,75401,0,82737,101522,201561,214948,164564,224634,135090,114168,226390,291105,107459,YOUNGSTOWN,"CLEVELAND, OH",All Other Suddenlink DMA Total
771.0,YUMA-EL CENTRO,129100,124750,2850,79720,48030,23903,35155,8787,8855,8456,10773,25238,21671,9365,9173,18523,34154,8512,8545,8103,10205,24469,21797,9987,10243,20640,38258,0,56253,66496,131943,150064,112527,121399,82236,76220,111575,171106,74561,YUMA-EL CENTRO,OTHER,OTHER
596.0,ZANESVILLE,35400,34160,1570,400,9650,4114,6328,1658,1673,1700,2045,4988,4729,2403,2589,5581,7060,1580,1584,1632,1963,5056,4927,2561,2693,5871,8904,0,12544,15237,29946,32004,24664,31354,19902,16754,27416,41398,16139,ZANESVILLE,OTHER,OTHER
,NSI Total U.S,82912600,79769340,11756480,11840790,23906240,10245941,15802220,4142403,4186091,4226195,5328706,13750679,13184486,6297325,6368525,13000033,16048975,3973033,4052165,4142686,5243700,13765753,13606247,6600481,6718115,14026820,19772044,0,33972481,40690596,80291611,86146258,67204971,79802032,52775179,44929721,62847872,107318464,43358867,,,
