period,mmm_b2c_acq_dma,gross_add_tot,gross_add_true
2021-04-11,MONROE-EL DORADO LA-AR,158,139
2021-04-11,ODESSA-MIDLAND TX,265,218
2021-04-11,OKLAHOMA CITY OK,281,214
2021-04-11,OTHER,9,8
2021-04-11,PARKERSBURG WV,101,73
2021-04-11,PHOENIX AZ,531,457
2021-04-11,RALEIGH-DURHAM NC,157,130
2021-04-11,SAN ANGELO TX,235,189
2021-04-11,SHREVEPORT LA,301,250
2021-04-11,SPRINGFIELD MO,285,249
2021-04-11,ST JOSEPH MO,99,72
2021-04-11,TULSA OK,109,92
2021-04-11,TYLER-LONGVIEW TX,590,492
2021-04-11,VICTORIA TX,116,83
2021-04-11,WACO-TEMPLE-BRYAN TX,298,226
2021-04-18,ABILENE-SWEETWATER TX,294,217
2021-04-18,ALEXANDRIA LA,184,158
2021-04-18,AMARILLO TX,429,336
2021-04-18,AUSTIN TX,281,254
2021-04-18,All Other Suddenlink DMA Total,568,493
2021-04-18,BLUEFIELD-BECKLEY-OAK HILL WV,190,155
2021-04-18,CHARLESTON-HUNTINGTON WV,477,375
2021-04-18,DALLAS-FT WORTH TX,404,363
2021-04-18,EUREKA CA,128,97
2021-04-18,GREENVILLE-NEW BERN-WASH NC,415,345
2021-04-18,HOUSTON TX,528,438
2021-04-18,JONESBORO AR,164,120
2021-04-18,LAKE CHARLES LA,240,191
2021-04-18,LITTLE ROCK AR,287,232
2021-04-18,LUBBOCK TX,446,341
2021-04-18,MONROE-EL DORADO LA-AR,108,87
2021-04-18,ODESSA-MIDLAND TX,263,196
2021-04-18,OKLAHOMA CITY OK,244,197
2021-04-18,OTHER,17,17
2021-04-18,PARKERSBURG WV,89,64
2021-04-18,PHOENIX AZ,496,422
2021-04-18,RALEIGH-DURHAM NC,173,140
2021-04-18,SAN ANGELO TX,197,138
2021-04-18,SHREVEPORT LA,294,252
2021-04-18,SPRINGFIELD MO,317,280
2021-04-18,ST JOSEPH MO,121,83
2021-04-18,TULSA OK,92,74
2021-04-18,TYLER-LONGVIEW TX,615,506
2021-04-18,VICTORIA TX,115,82
2021-04-18,WACO-TEMPLE-BRYAN TX,325,257
2021-04-25,ABILENE-SWEETWATER TX,366,281
2021-04-25,ALEXANDRIA LA,187,152
2021-04-25,AMARILLO TX,418,285
2021-04-25,AUSTIN TX,332,290
2021-04-25,All Other Suddenlink DMA Total,597,498
2021-04-25,BLUEFIELD-BECKLEY-OAK HILL WV,207,161
2021-04-25,CHARLESTON-HUNTINGTON WV,482,387
2021-04-25,DALLAS-FT WORTH TX,449,397
2021-04-25,EUREKA CA,143,111
2021-04-25,GREENVILLE-NEW BERN-WASH NC,460,362
2021-04-25,HOUSTON TX,678,562
2021-04-25,JONESBORO AR,211,168
2021-04-25,LAKE CHARLES LA,244,185
2021-04-25,LITTLE ROCK AR,291,237
2021-04-25,LUBBOCK TX,432,319
2021-04-25,MONROE-EL DORADO LA-AR,108,83
2021-04-25,ODESSA-MIDLAND TX,271,210
2021-04-25,OKLAHOMA CITY OK,290,225
2021-04-25,OTHER,19,14
2021-04-25,PARKERSBURG WV,107,84
2021-04-25,PHOENIX AZ,570,499
2021-04-25,RALEIGH-DURHAM NC,126,99
2021-04-25,SAN ANGELO TX,275,204
2021-04-25,SHREVEPORT LA,300,238
2021-04-25,SPRINGFIELD MO,288,235
2021-04-25,ST JOSEPH MO,141,98
2021-04-25,TULSA OK,109,96
2021-04-25,TYLER-LONGVIEW TX,566,427
2021-04-25,VICTORIA TX,139,96
2021-04-25,WACO-TEMPLE-BRYAN TX,394,308
2021-05-02,ABILENE-SWEETWATER TX,357,267
2021-05-02,ALEXANDRIA LA,178,143
2021-05-02,AMARILLO TX,369,260
2021-05-02,AUSTIN TX,316,282
2021-05-02,All Other Suddenlink DMA Total,640,547
2021-05-02,BLUEFIELD-BECKLEY-OAK HILL WV,198,153
2021-05-02,CHARLESTON-HUNTINGTON WV,495,391
2021-05-02,DALLAS-FT WORTH TX,509,442
2021-05-02,EUREKA CA,157,125
2021-05-02,GREENVILLE-NEW BERN-WASH NC,410,313
2021-05-02,HOUSTON TX,608,508
2021-05-02,JONESBORO AR,205,167
2021-05-02,LAKE CHARLES LA,235,173
2021-05-02,LITTLE ROCK AR,360,292
2021-05-02,LUBBOCK TX,486,366
2021-05-02,MONROE-EL DORADO LA-AR,148,115
2021-05-02,ODESSA-MIDLAND TX,241,187
2021-05-02,OKLAHOMA CITY OK,270,208
2021-05-02,OTHER,21,15
2021-05-02,PARKERSBURG WV,104,75
2021-05-02,PHOENIX AZ,582,498
2021-05-02,RALEIGH-DURHAM NC,149,122
2021-05-02,SAN ANGELO TX,197,150
2021-05-02,SHREVEPORT LA,296,229
2021-05-02,SPRINGFIELD MO,253,211
2021-05-02,ST JOSEPH MO,123,98
2021-05-02,TULSA OK,94,76
2021-05-02,TYLER-LONGVIEW TX,639,490
2021-05-02,VICTORIA TX,114,79
2021-05-02,WACO-TEMPLE-BRYAN TX,408,337
2021-05-09,ABILENE-SWEETWATER TX,312,233
2021-05-09,ALEXANDRIA LA,186,149
2021-05-09,AMARILLO TX,373,285
2021-05-09,AUSTIN TX,431,392
2021-05-09,All Other Suddenlink DMA Total,622,530
2021-05-09,BLUEFIELD-BECKLEY-OAK HILL WV,168,134
2021-05-09,CHARLESTON-HUNTINGTON WV,460,374
2021-05-09,DALLAS-FT WORTH TX,447,401
2021-05-09,EUREKA CA,120,95
2021-05-09,GREENVILLE-NEW BERN-WASH NC,378,307
2021-05-09,HOUSTON TX,550,487
2021-05-09,JONESBORO AR,206,161
2021-05-09,LAKE CHARLES LA,229,189
2021-05-09,LITTLE ROCK AR,307,252
2021-05-09,LUBBOCK TX,409,312
2021-05-09,MONROE-EL DORADO LA-AR,114,89
2021-05-09,ODESSA-MIDLAND TX,203,165
2021-05-09,OKLAHOMA CITY OK,266,209
2021-05-09,OTHER,23,18
2021-05-09,PARKERSBURG WV,93,73
2021-05-09,PHOENIX AZ,512,444
2021-05-09,RALEIGH-DURHAM NC,127,113
2021-05-09,SAN ANGELO TX,226,173
2021-05-09,SHREVEPORT LA,264,207
2021-05-09,SPRINGFIELD MO,262,230
2021-05-09,ST JOSEPH MO,132,95
2021-05-09,TULSA OK,82,71
2021-05-09,TYLER-LONGVIEW TX,646,512
2021-05-09,VICTORIA TX,147,109
2021-05-09,WACO-TEMPLE-BRYAN TX,384,308
2021-05-16,ABILENE-SWEETWATER TX,287,225
2021-05-16,ALEXANDRIA LA,159,129
2021-05-16,AMARILLO TX,362,259
2021-05-16,AUSTIN TX,375,336
2021-05-16,All Other Suddenlink DMA Total,592,507
2021-05-16,BLUEFIELD-BECKLEY-OAK HILL WV,208,172
2021-05-16,CHARLESTON-HUNTINGTON WV,452,373
2021-05-16,DALLAS-FT WORTH TX,466,418
2021-05-16,EUREKA CA,126,93
2021-05-16,GREENVILLE-NEW BERN-WASH NC,393,328
2021-05-16,HOUSTON TX,527,458
2021-05-16,JONESBORO AR,175,132
2021-05-16,LAKE CHARLES LA,149,109
2021-05-16,LITTLE ROCK AR,334,259
2021-05-16,LUBBOCK TX,435,336
2021-05-16,MONROE-EL DORADO LA-AR,122,99
2021-05-16,ODESSA-MIDLAND TX,236,186
2021-05-16,OKLAHOMA CITY OK,279,221
2021-05-16,OTHER,15,12
2021-05-16,PARKERSBURG WV,115,93
2021-05-16,PHOENIX AZ,505,426
2021-05-16,RALEIGH-DURHAM NC,155,133
2021-05-16,SAN ANGELO TX,198,133
2021-05-16,SHREVEPORT LA,286,226
2021-05-16,SPRINGFIELD MO,262,223
2021-05-16,ST JOSEPH MO,112,83
2021-05-16,TULSA OK,79,68
2021-05-16,TYLER-LONGVIEW TX,594,482
2021-05-16,VICTORIA TX,138,100
2021-05-16,WACO-TEMPLE-BRYAN TX,341,245
2021-05-23,ABILENE-SWEETWATER TX,278,200
2021-05-23,ALEXANDRIA LA,208,173
2021-05-23,AMARILLO TX,409,297
2021-05-23,AUSTIN TX,394,351
2021-05-23,All Other Suddenlink DMA Total,605,525
2021-05-23,BLUEFIELD-BECKLEY-OAK HILL WV,196,140
2021-05-23,CHARLESTON-HUNTINGTON WV,527,429
2021-05-23,DALLAS-FT WORTH TX,536,477
2021-05-23,EUREKA CA,136,103
2021-05-23,GREENVILLE-NEW BERN-WASH NC,363,278
2021-05-23,HOUSTON TX,601,504
2021-05-23,JONESBORO AR,197,143
2021-05-23,LAKE CHARLES LA,136,109
2021-05-23,LITTLE ROCK AR,331,267
2021-05-23,LUBBOCK TX,472,373
2021-05-23,MONROE-EL DORADO LA-AR,147,119
2021-05-23,ODESSA-MIDLAND TX,260,204
2021-05-23,OKLAHOMA CITY OK,345,242
2021-05-23,OTHER,12,11
2021-05-23,PARKERSBURG WV,87,73
2021-05-23,PHOENIX AZ,641,527
2021-05-23,RALEIGH-DURHAM NC,116,93
2021-05-23,SAN ANGELO TX,255,198
2021-05-23,SHREVEPORT LA,299,240
2021-05-23,SPRINGFIELD MO,278,231
2021-05-23,ST JOSEPH MO,109,81
2021-05-23,TULSA OK,93,78
2021-05-23,TYLER-LONGVIEW TX,625,486
2021-05-23,VICTORIA TX,167,126
2021-05-23,WACO-TEMPLE-BRYAN TX,511,392
2021-05-30,ABILENE-SWEETWATER TX,301,212
2021-05-30,ALEXANDRIA LA,168,131
2021-05-30,AMARILLO TX,442,303
2021-05-30,AUSTIN TX,378,339
2021-05-30,All Other Suddenlink DMA Total,539,447
2021-05-30,BLUEFIELD-BECKLEY-OAK HILL WV,229,177
2021-05-30,CHARLESTON-HUNTINGTON WV,552,403
2021-05-30,DALLAS-FT WORTH TX,563,488
2021-05-30,EUREKA CA,166,119
2021-05-30,GREENVILLE-NEW BERN-WASH NC,489,397
2021-05-30,HOUSTON TX,808,722
2021-05-30,JONESBORO AR,208,168
2021-05-30,LAKE CHARLES LA,262,187
2021-05-30,LITTLE ROCK AR,343,269
2021-05-30,LUBBOCK TX,523,369
2021-05-30,MONROE-EL DORADO LA-AR,186,138
2021-05-30,ODESSA-MIDLAND TX,261,208
2021-05-30,OKLAHOMA CITY OK,630,427
2021-05-30,OTHER,16,13
2021-05-30,PARKERSBURG WV,128,93
2021-05-30,PHOENIX AZ,644,528
2021-05-30,RALEIGH-DURHAM NC,131,106
2021-05-30,SAN ANGELO TX,221,154
2021-05-30,SHREVEPORT LA,312,250
2021-05-30,SPRINGFIELD MO,290,245
2021-05-30,ST JOSEPH MO,120,85
2021-05-30,TULSA OK,98,79
2021-05-30,TYLER-LONGVIEW TX,721,535
2021-05-30,VICTORIA TX,137,91
2021-05-30,WACO-TEMPLE-BRYAN TX,490,363
2021-06-06,ABILENE-SWEETWATER TX,389,266
2021-06-06,ALEXANDRIA LA,197,168
2021-06-06,AMARILLO TX,397,287
2021-06-06,AUSTIN TX,371,335
2021-06-06,All Other Suddenlink DMA Total,541,436
2021-06-06,BLUEFIELD-BECKLEY-OAK HILL WV,211,156
2021-06-06,CHARLESTON-HUNTINGTON WV,484,338
2021-06-06,DALLAS-FT WORTH TX,520,463
2021-06-06,EUREKA CA,190,153
2021-06-06,GREENVILLE-NEW BERN-WASH NC,445,354
2021-06-06,HOUSTON TX,597,496
2021-06-06,JONESBORO AR,257,184
2021-06-06,LAKE CHARLES LA,249,180
2021-06-06,LITTLE ROCK AR,370,292
2021-06-06,LUBBOCK TX,463,358
2021-06-06,MONROE-EL DORADO LA-AR,189,141
2021-06-06,ODESSA-MIDLAND TX,258,197
2021-06-06,OKLAHOMA CITY OK,514,373
2021-06-06,OTHER,22,19
2021-06-06,PARKERSBURG WV,132,99
2021-06-06,PHOENIX AZ,638,541
2021-06-06,RALEIGH-DURHAM NC,112,94
2021-06-06,SAN ANGELO TX,218,151
2021-06-06,SHREVEPORT LA,327,253
2021-06-06,SPRINGFIELD MO,267,220
2021-06-06,ST JOSEPH MO,114,84
2021-06-06,TULSA OK,103,71
2021-06-06,TYLER-LONGVIEW TX,734,571
2021-06-06,VICTORIA TX,132,105
2021-06-06,WACO-TEMPLE-BRYAN TX,463,373
2021-06-13,ABILENE-SWEETWATER TX,339,251
2021-06-13,ALEXANDRIA LA,228,183
2021-06-13,AMARILLO TX,402,283
2021-06-13,AUSTIN TX,387,346
2021-06-13,All Other Suddenlink DMA Total,598,519
2021-06-13,BLUEFIELD-BECKLEY-OAK HILL WV,207,163
2021-06-13,CHARLESTON-HUNTINGTON WV,563,435
2021-06-13,DALLAS-FT WORTH TX,502,446
2021-06-13,EUREKA CA,174,123
2021-06-13,GREENVILLE-NEW BERN-WASH NC,462,374
2021-06-13,HOUSTON TX,730,635
2021-06-13,JONESBORO AR,248,200
2021-06-13,LAKE CHARLES LA,313,246
2021-06-13,LITTLE ROCK AR,377,313
2021-06-13,LUBBOCK TX,472,368
2021-06-13,MONROE-EL DORADO LA-AR,161,128
2021-06-13,ODESSA-MIDLAND TX,298,241
2021-06-13,OKLAHOMA CITY OK,361,307
2021-06-13,OTHER,15,8
2021-06-13,PARKERSBURG WV,103,78
2021-06-13,PHOENIX AZ,602,522
2021-06-13,RALEIGH-DURHAM NC,92,79
2021-06-13,SAN ANGELO TX,252,180
2021-06-13,SHREVEPORT LA,285,236
2021-06-13,SPRINGFIELD MO,261,212
2021-06-13,ST JOSEPH MO,142,107
2021-06-13,TULSA OK,102,82
2021-06-13,TYLER-LONGVIEW TX,732,556
2021-06-13,VICTORIA TX,133,94
2021-06-13,WACO-TEMPLE-BRYAN TX,612,507
2021-06-20,ABILENE-SWEETWATER TX,389,291
2021-06-20,ALEXANDRIA LA,215,162
2021-06-20,AMARILLO TX,360,259
2021-06-20,AUSTIN TX,432,388
2021-06-20,All Other Suddenlink DMA Total,551,467
2021-06-20,BLUEFIELD-BECKLEY-OAK HILL WV,205,156
2021-06-20,CHARLESTON-HUNTINGTON WV,479,383
2021-06-20,DALLAS-FT WORTH TX,445,396
2021-06-20,EUREKA CA,155,130
2021-06-20,GREENVILLE-NEW BERN-WASH NC,650,550
2021-06-20,HOUSTON TX,629,524
2021-06-20,JONESBORO AR,205,162
2021-06-20,LAKE CHARLES LA,288,228
2021-06-20,LITTLE ROCK AR,420,338
2021-06-20,LUBBOCK TX,433,319
2021-06-20,MONROE-EL DORADO LA-AR,154,126
2021-06-20,ODESSA-MIDLAND TX,283,224
2021-06-20,OKLAHOMA CITY OK,257,206
2021-06-20,OTHER,19,16
2021-06-20,PARKERSBURG WV,118,91
2021-06-20,PHOENIX AZ,513,443
2021-06-20,RALEIGH-DURHAM NC,155,126
2021-06-20,SAN ANGELO TX,208,136
2021-06-20,SHREVEPORT LA,303,240
2021-06-20,SPRINGFIELD MO,261,216
2021-06-20,ST JOSEPH MO,101,76
2021-06-20,TULSA OK,68,58
2021-06-20,TYLER-LONGVIEW TX,631,493
2021-06-20,VICTORIA TX,117,86
2021-06-20,WACO-TEMPLE-BRYAN TX,382,300
2021-06-27,ABILENE-SWEETWATER TX,394,300
2021-06-27,ALEXANDRIA LA,194,133
2021-06-27,AMARILLO TX,476,305
2021-06-27,AUSTIN TX,457,409
2021-06-27,All Other Suddenlink DMA Total,603,500
2021-06-27,BLUEFIELD-BECKLEY-OAK HILL WV,230,176
2021-06-27,CHARLESTON-HUNTINGTON WV,443,327
2021-06-27,DALLAS-FT WORTH TX,536,475
2021-06-27,EUREKA CA,196,156
2021-06-27,GREENVILLE-NEW BERN-WASH NC,537,413
2021-06-27,HOUSTON TX,663,543
2021-06-27,JONESBORO AR,206,148
2021-06-27,LAKE CHARLES LA,367,278
2021-06-27,LITTLE ROCK AR,393,320
2021-06-27,LUBBOCK TX,524,381
2021-06-27,MONROE-EL DORADO LA-AR,140,97
2021-06-27,ODESSA-MIDLAND TX,243,193
2021-06-27,OKLAHOMA CITY OK,315,247
2021-06-27,OTHER,20,16
2021-06-27,PARKERSBURG WV,130,97
2021-06-27,PHOENIX AZ,641,528
2021-06-27,RALEIGH-DURHAM NC,141,111
2021-06-27,SAN ANGELO TX,274,199
2021-06-27,SHREVEPORT LA,303,250
2021-06-27,SPRINGFIELD MO,290,252
2021-06-27,ST JOSEPH MO,112,78
2021-06-27,TULSA OK,103,84
2021-06-27,TYLER-LONGVIEW TX,729,559
2021-06-27,VICTORIA TX,125,74
2021-06-27,WACO-TEMPLE-BRYAN TX,573,436
2021-07-04,ABILENE-SWEETWATER TX,259,185
2021-07-04,ALEXANDRIA LA,202,167
2021-07-04,AMARILLO TX,382,288
2021-07-04,AUSTIN TX,397,358
2021-07-04,All Other Suddenlink DMA Total,535,456
2021-07-04,BLUEFIELD-BECKLEY-OAK HILL WV,227,180
2021-07-04,CHARLESTON-HUNTINGTON WV,470,363
2021-07-04,DALLAS-FT WORTH TX,444,405
2021-07-04,EUREKA CA,176,136
2021-07-04,GREENVILLE-NEW BERN-WASH NC,480,365
2021-07-04,HOUSTON TX,622,538
2021-07-04,JONESBORO AR,200,149
2021-07-04,LAKE CHARLES LA,269,204
2021-07-04,LITTLE ROCK AR,323,264
2021-07-04,LUBBOCK TX,486,377
2021-07-04,MONROE-EL DORADO LA-AR,143,114
2021-07-04,ODESSA-MIDLAND TX,233,185
2021-07-04,OKLAHOMA CITY OK,290,233
2021-07-04,OTHER,22,15
2021-07-04,PARKERSBURG WV,96,78
2021-07-04,PHOENIX AZ,559,461
2021-07-04,RALEIGH-DURHAM NC,141,115
2021-07-04,SAN ANGELO TX,193,135
2021-07-04,SHREVEPORT LA,303,252
2021-07-04,SPRINGFIELD MO,243,212
2021-07-04,ST JOSEPH MO,145,105
2021-07-04,TULSA OK,89,74
2021-07-04,TYLER-LONGVIEW TX,584,443
2021-07-04,VICTORIA TX,126,92
2021-07-04,WACO-TEMPLE-BRYAN TX,536,418
2021-07-11,ABILENE-SWEETWATER TX,316,237
2021-07-11,ALEXANDRIA LA,179,144
2021-07-11,AMARILLO TX,350,277
2021-07-11,AUSTIN TX,436,402
2021-07-11,All Other Suddenlink DMA Total,558,461
2021-07-11,BLUEFIELD-BECKLEY-OAK HILL WV,241,194
2021-07-11,CHARLESTON-HUNTINGTON WV,453,348
2021-07-11,DALLAS-FT WORTH TX,508,460
2021-07-11,EUREKA CA,163,115
2021-07-11,GREENVILLE-NEW BERN-WASH NC,514,423
2021-07-11,HOUSTON TX,641,542
2021-07-11,JONESBORO AR,157,129
2021-07-11,LAKE CHARLES LA,282,219
2021-07-11,LITTLE ROCK AR,343,285
2021-07-11,LUBBOCK TX,553,431
2021-07-11,MONROE-EL DORADO LA-AR,139,104
2021-07-11,ODESSA-MIDLAND TX,246,189
2021-07-11,OKLAHOMA CITY OK,279,218
2021-07-11,OTHER,8,8
2021-07-11,PARKERSBURG WV,106,80
2021-07-11,PHOENIX AZ,558,470
2021-07-11,RALEIGH-DURHAM NC,128,107
2021-07-11,SAN ANGELO TX,222,154
2021-07-11,SHREVEPORT LA,323,271
2021-07-11,SPRINGFIELD MO,219,190
2021-07-11,ST JOSEPH MO,78,59
2021-07-11,TULSA OK,90,65
2021-07-11,TYLER-LONGVIEW TX,595,471
2021-07-11,VICTORIA TX,149,108
2021-07-11,WACO-TEMPLE-BRYAN TX,656,494
2021-07-18,ABILENE-SWEETWATER TX,313,235
2021-07-18,ALEXANDRIA LA,210,174
2021-07-18,AMARILLO TX,408,294
2021-07-18,AUSTIN TX,352,315
2021-07-18,All Other Suddenlink DMA Total,496,436
2021-07-18,BLUEFIELD-BECKLEY-OAK HILL WV,195,165
2021-07-18,CHARLESTON-HUNTINGTON WV,443,339
2021-07-18,DALLAS-FT WORTH TX,499,458
2021-07-18,EUREKA CA,149,124
2021-07-18,GREENVILLE-NEW BERN-WASH NC,541,433
2021-07-18,HOUSTON TX,614,528
2021-07-18,JONESBORO AR,214,161
2021-07-18,LAKE CHARLES LA,236,180
2021-07-18,LITTLE ROCK AR,319,250
2021-07-18,LUBBOCK TX,540,422
2021-07-18,MONROE-EL DORADO LA-AR,136,114
2021-07-18,ODESSA-MIDLAND TX,256,205
2021-07-18,OKLAHOMA CITY OK,317,250
2021-07-18,OTHER,25,17
2021-07-18,PARKERSBURG WV,92,80
2021-07-18,PHOENIX AZ,483,418
2021-07-18,RALEIGH-DURHAM NC,126,109
2021-07-18,SAN ANGELO TX,238,177
2021-07-18,SHREVEPORT LA,301,246
2021-07-18,SPRINGFIELD MO,208,168
2021-07-18,ST JOSEPH MO,135,99
2021-07-18,TULSA OK,98,79
2021-07-18,TYLER-LONGVIEW TX,643,499
2021-07-18,VICTORIA TX,142,101
2021-07-18,WACO-TEMPLE-BRYAN TX,794,592
2021-07-25,ABILENE-SWEETWATER TX,321,232
2021-07-25,ALEXANDRIA LA,205,156
2021-07-25,AMARILLO TX,397,288
2021-07-25,AUSTIN TX,389,361
2021-07-25,All Other Suddenlink DMA Total,566,480
2021-07-25,BLUEFIELD-BECKLEY-OAK HILL WV,251,193
2021-07-25,CHARLESTON-HUNTINGTON WV,487,382
2021-07-25,DALLAS-FT WORTH TX,594,533
2021-07-25,EUREKA CA,158,119
2021-07-25,GREENVILLE-NEW BERN-WASH NC,613,484
2021-07-25,HOUSTON TX,862,745
2021-07-25,JONESBORO AR,256,204
2021-07-25,LAKE CHARLES LA,315,244
2021-07-25,LITTLE ROCK AR,376,313
2021-07-25,LUBBOCK TX,670,514
2021-07-25,MONROE-EL DORADO LA-AR,159,125
2021-07-25,ODESSA-MIDLAND TX,315,247
2021-07-25,OKLAHOMA CITY OK,485,372
2021-07-25,OTHER,18,13
2021-07-25,PARKERSBURG WV,125,94
2021-07-25,PHOENIX AZ,541,450
2021-07-25,RALEIGH-DURHAM NC,141,111
2021-07-25,SAN ANGELO TX,328,262
2021-07-25,SHREVEPORT LA,311,254
2021-07-25,SPRINGFIELD MO,228,200
2021-07-25,ST JOSEPH MO,137,94
2021-07-25,TULSA OK,89,69
2021-07-25,TYLER-LONGVIEW TX,790,620
2021-07-25,VICTORIA TX,137,102
2021-07-25,WACO-TEMPLE-BRYAN TX,1316,984
2021-08-01,ABILENE-SWEETWATER TX,306,228
2021-08-01,ALEXANDRIA LA,244,200
2021-08-01,AMARILLO TX,474,336
2021-08-01,AUSTIN TX,378,339
2021-08-01,All Other Suddenlink DMA Total,577,484
2021-08-01,BLUEFIELD-BECKLEY-OAK HILL WV,224,163
2021-08-01,CHARLESTON-HUNTINGTON WV,535,399
2021-08-01,DALLAS-FT WORTH TX,562,494
2021-08-01,EUREKA CA,182,134
2021-08-01,GREENVILLE-NEW BERN-WASH NC,677,551
2021-08-01,HOUSTON TX,706,601
2021-08-01,JONESBORO AR,244,188
2021-08-01,LAKE CHARLES LA,273,208
2021-08-01,LITTLE ROCK AR,406,330
2021-08-01,LUBBOCK TX,806,638
2021-08-01,MONROE-EL DORADO LA-AR,187,141
2021-08-01,ODESSA-MIDLAND TX,272,214
2021-08-01,OKLAHOMA CITY OK,614,526
2021-08-01,OTHER,12,9
2021-08-01,PARKERSBURG WV,106,75
2021-08-01,PHOENIX AZ,624,519
2021-08-01,RALEIGH-DURHAM NC,127,106
2021-08-01,SAN ANGELO TX,226,147
2021-08-01,SHREVEPORT LA,338,273
2021-08-01,SPRINGFIELD MO,251,215
2021-08-01,ST JOSEPH MO,132,95
2021-08-01,TULSA OK,92,69
2021-08-01,TYLER-LONGVIEW TX,680,521
2021-08-01,VICTORIA TX,140,89
2021-08-01,WACO-TEMPLE-BRYAN TX,1441,1157
2021-08-08,ABILENE-SWEETWATER TX,347,258
2021-08-08,ALEXANDRIA LA,229,185
2021-08-08,AMARILLO TX,405,301
2021-08-08,AUSTIN TX,393,363
2021-08-08,All Other Suddenlink DMA Total,610,498
2021-08-08,BLUEFIELD-BECKLEY-OAK HILL WV,217,163
2021-08-08,CHARLESTON-HUNTINGTON WV,554,415
2021-08-08,DALLAS-FT WORTH TX,599,547
2021-08-08,EUREKA CA,184,150
2021-08-08,GREENVILLE-NEW BERN-WASH NC,607,503
2021-08-08,HOUSTON TX,696,616
2021-08-08,JONESBORO AR,201,158
2021-08-08,LAKE CHARLES LA,272,206
2021-08-08,LITTLE ROCK AR,361,297
2021-08-08,LUBBOCK TX,723,584
2021-08-08,MONROE-EL DORADO LA-AR,187,150
2021-08-08,ODESSA-MIDLAND TX,239,195
2021-08-08,OKLAHOMA CITY OK,476,404
2021-08-08,OTHER,18,14
2021-08-08,PARKERSBURG WV,102,78
2021-08-08,PHOENIX AZ,625,523
2021-08-08,RALEIGH-DURHAM NC,135,102
2021-08-08,SAN ANGELO TX,208,163
2021-08-08,SHREVEPORT LA,338,276
2021-08-08,SPRINGFIELD MO,276,246
2021-08-08,ST JOSEPH MO,126,97
2021-08-08,TULSA OK,82,66
2021-08-08,TYLER-LONGVIEW TX,780,642
2021-08-08,VICTORIA TX,129,95
2021-08-08,WACO-TEMPLE-BRYAN TX,1625,1358
2021-08-15,ABILENE-SWEETWATER TX,389,310
2021-08-15,ALEXANDRIA LA,313,247
2021-08-15,AMARILLO TX,453,358
2021-08-15,AUSTIN TX,328,308
2021-08-15,All Other Suddenlink DMA Total,649,562
2021-08-15,BLUEFIELD-BECKLEY-OAK HILL WV,196,155
2021-08-15,CHARLESTON-HUNTINGTON WV,498,402
2021-08-15,DALLAS-FT WORTH TX,526,472
2021-08-15,EUREKA CA,245,197
2021-08-15,GREENVILLE-NEW BERN-WASH NC,702,567
2021-08-15,HOUSTON TX,619,552
2021-08-15,JONESBORO AR,187,142
2021-08-15,LAKE CHARLES LA,235,187
2021-08-15,LITTLE ROCK AR,415,346
2021-08-15,LUBBOCK TX,704,600
2021-08-15,MONROE-EL DORADO LA-AR,154,129
2021-08-15,ODESSA-MIDLAND TX,319,258
2021-08-15,OKLAHOMA CITY OK,485,420
2021-08-15,OTHER,21,19
2021-08-15,PARKERSBURG WV,87,69
2021-08-15,PHOENIX AZ,554,474
2021-08-15,RALEIGH-DURHAM NC,143,125
2021-08-15,SAN ANGELO TX,214,166
2021-08-15,SHREVEPORT LA,358,290
2021-08-15,SPRINGFIELD MO,275,232
2021-08-15,ST JOSEPH MO,134,98
2021-08-15,TULSA OK,90,74
2021-08-15,TYLER-LONGVIEW TX,802,668
2021-08-15,VICTORIA TX,166,130
2021-08-15,WACO-TEMPLE-BRYAN TX,1390,1244
2021-08-22,ABILENE-SWEETWATER TX,349,263
2021-08-22,ALEXANDRIA LA,241,194
2021-08-22,AMARILLO TX,391,313
2021-08-22,AUSTIN TX,424,388
2021-08-22,All Other Suddenlink DMA Total,553,483
2021-08-22,BLUEFIELD-BECKLEY-OAK HILL WV,255,195
2021-08-22,CHARLESTON-HUNTINGTON WV,430,351
2021-08-22,DALLAS-FT WORTH TX,514,466
2021-08-22,EUREKA CA,212,174
2021-08-22,GREENVILLE-NEW BERN-WASH NC,524,433
2021-08-22,HOUSTON TX,568,485
2021-08-22,JONESBORO AR,177,148
2021-08-22,LAKE CHARLES LA,260,199
2021-08-22,LITTLE ROCK AR,318,254
2021-08-22,LUBBOCK TX,574,477
2021-08-22,MONROE-EL DORADO LA-AR,171,145
2021-08-22,ODESSA-MIDLAND TX,272,214
2021-08-22,OKLAHOMA CITY OK,304,257
2021-08-22,OTHER,19,18
2021-08-22,PARKERSBURG WV,116,88
2021-08-22,PHOENIX AZ,528,447
2021-08-22,RALEIGH-DURHAM NC,117,97
2021-08-22,SAN ANGELO TX,254,196
2021-08-22,SHREVEPORT LA,323,259
2021-08-22,SPRINGFIELD MO,288,240
2021-08-22,ST JOSEPH MO,124,96
2021-08-22,TULSA OK,76,62
2021-08-22,TYLER-LONGVIEW TX,866,708
2021-08-22,VICTORIA TX,160,124
2021-08-22,WACO-TEMPLE-BRYAN TX,863,775
2021-08-29,ABILENE-SWEETWATER TX,330,254
2021-08-29,ALEXANDRIA LA,184,147
